Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,midas_max,midas_max_relative,Target,dpt_1,dpt_2,dpt_3,dpt_4,dpt_5,dpt_6,dpt_7,dpt_8,dpt_9,dpt_10,dpt_11,dpt_12,dpt_13,dpt_14,dpt_15,dpt_16,dpt_17,dpt_18,dpt_19,dpt_20,dpt_21,dpt_22,dpt_23,dpt_24,dpt_25,dpt_26,dpt_27,dpt_28,dpt_29,dpt_30,dpt_31,dpt_32,dpt_33,dpt_34,dpt_35,dpt_36
image1532,48.87993621826172,131.42178344726562,97.44139099121094,92.45246124267578,0.36114242672920227,0.3806304335594177,0.37101440628059684,0.1,0.1,0.1,49.75838,0.88670456,0.3112843632698059,30.402843,41.41319,40.065395,36.09919,22.00969,19.566021,39.88828,43.206463,42.627857,38.843758,35.22701,21.188923,42.73397,44.890205,45.1046,41.23326,38.016113,32.138134,44.772377,46.553135,46.891808,43.91593,40.927177,38.22069,46.153496,48.4051,48.603645,43.19401,40.32479,27.147562,46.86914,49.594364,45.96655,41.97949,31.722952,29.54341
image1533,127.36712646484375,132.75836181640625,13.381988525390625,13.759307861328125,0.05374729633331299,0.05227339267730713,0.05301546682401705,0.1,0.1,0.1,19.097284,0.27962372,1.9254565238952637,17.47985,18.090792,18.15718,18.135853,18.051765,17.797277,18.03379,18.370974,18.381907,18.386112,18.303778,18.216314,18.056944,18.550734,18.562864,18.593395,18.557278,18.492662,18.044287,18.676943,18.667503,18.722944,18.745153,18.693869,18.137196,18.799925,18.787113,18.85602,18.911394,18.892607,18.302286,18.913563,18.939493,19.020739,19.071814,18.920275
image1535,126.1395492553711,133.19747924804688,16.431625366210938,18.85388946533203,0.07364800572395325,0.06418603658676147,0.06907921554213153,0.1,0.1,0.1,24.382109,0.34240258,1.416583776473999,23.36544,23.625975,23.734491,23.696959,23.69956,23.72822,23.56318,23.70177,23.76575,23.777075,23.821415,23.822542,23.659895,23.806583,23.87387,23.912449,23.998177,24.01587,23.830042,23.915777,23.961582,24.022902,24.127968,24.143324,23.970926,24.044128,24.055004,24.117455,24.208017,24.218697,23.994915,24.250917,24.261742,24.312588,24.362164,24.280544
image1536,127.41963195800781,132.77023315429688,9.157989501953125,9.8233642578125,0.03837251663208008,0.035773396492004395,0.03709572704000701,0.1,0.1,0.1,17.398344,0.26047647,2.517430067062378,16.583393,16.742882,16.765404,16.770212,16.754694,16.740088,16.768883,16.927834,16.927214,16.930342,16.918194,16.898365,16.830656,17.01637,17.021255,17.036728,17.031294,16.995226,16.898863,17.093441,17.106289,17.123043,17.119497,17.085505,17.008043,17.208994,17.227766,17.248753,17.24745,17.21181,17.136385,17.315878,17.349913,17.378721,17.377264,17.340687
image1537,128.00570678710938,132.8854217529297,11.657867431640625,13.898895263671875,0.05429255962371826,0.04553854465484619,0.05010709071467043,0.1,0.1,0.1,21.355356,0.32676253,1.8747373819351196,20.741518,20.779308,20.802153,20.793007,20.73767,20.66428,20.922628,20.937729,20.956581,20.973923,20.934177,20.88433,21.049799,21.062647,21.069386,21.109291,21.098415,21.057325,21.086777,21.104633,21.102623,21.170818,21.19215,21.160534,21.13494,21.151485,21.14862,21.226301,21.247717,21.219772,21.193756,21.234123,21.246222,21.317461,21.33127,21.30035
image1538,125.28730773925781,132.80934143066406,14.836151123046875,12.08721923828125,0.04721570014953613,0.057953715324401855,0.052858090490069336,0.1,0.1,0.1,14.893436,0.19838159,2.1668763160705566,13.511874,14.578881,14.618928,14.514065,13.769218,11.913405,14.386076,14.68577,14.719013,14.747021,14.631706,14.459378,14.5059805,14.713335,14.761594,14.805703,14.70961,14.524897,14.553424,14.747747,14.782851,14.834389,14.749124,14.614803,14.598131,14.811511,14.831442,14.86995,14.814017,14.705595,14.448044,14.830937,14.858956,14.881624,14.83743,14.686157
image1539,121.50216674804688,132.868896484375,23.032806396484375,18.31304931640625,0.07153534889221191,0.08997189998626709,0.08127806877709795,0.1,0.1,0.1,17.750475,0.2538259,1.4442577362060547,12.2002125,17.094881,17.11565,17.085138,15.896048,11.372217,14.236692,17.14824,17.202757,17.216887,17.135288,16.989578,16.72738,17.33774,17.388422,17.403147,17.332466,17.068783,17.641037,17.514992,17.561058,17.558523,17.50555,17.509161,17.749508,17.672298,17.695564,17.655645,17.626822,16.31729,16.634403,17.254503,17.704937,17.677322,17.598536,16.014574
image1540,133.91781616210938,132.82998657226562,18.17449188232422,17.956298828125,0.07014179229736328,0.07099410891532898,0.07056923737496404,0.1,0.1,0.1,23.34704,0.38108766,1.6561808586120605,17.361513,19.971468,20.903328,21.491491,22.217943,21.593718,22.125412,22.36586,22.6046,22.69184,22.680508,22.833992,22.400288,22.729458,22.925123,23.036032,22.952938,22.832256,22.561735,22.81059,22.9547,23.072128,23.084427,22.98933,22.334892,22.94889,23.030252,23.124853,23.202736,23.136244,21.397501,23.005337,23.106133,23.21871,23.331089,21.618908
image1541,76.04830169677734,132.70809936523438,59.47412109375,50.39533233642578,0.1968567669391632,0.23232078552246094,0.21532015009691186,0.1,0.1,0.1,34.85825,0.59108907,0.5933193564414978,25.727573,24.263512,31.512924,30.945189,23.722298,18.88898,27.167036,31.05101,32.080936,32.013428,30.008045,19.964064,31.00598,31.943945,32.762806,33.48208,31.439981,28.972319,31.77901,32.743694,33.530632,34.00902,32.51967,30.22128,31.70271,33.49623,34.278034,33.821785,31.914927,23.798552,33.1443,34.292355,34.75,34.03482,26.902908,25.346508
image1543,242.96682739257812,131.60328674316406,22.2200927734375,40.24078369140625,0.15719056129455566,0.08679723739624023,0.1269697463565962,0.1,0.1,0.1,47.582237,0.98377347,0.661633312702179,47.84951,46.988678,47.109833,47.126728,47.22181,47.307816,48.68814,46.76853,46.89901,46.997887,47.15866,47.312187,46.659374,46.705456,46.865086,46.955814,47.00608,47.02392,46.622658,46.683685,46.86142,46.930058,46.899902,46.863903,46.578712,46.64867,46.85335,46.969086,46.961716,46.959652,47.228825,46.91741,47.0623,47.170597,47.136765,47.22144
image1545,133.1075439453125,132.86448669433594,19.87646484375,21.81414794921875,0.08521151542663574,0.07764244079589844,0.08151487893031668,0.1,0.1,0.1,27.936207,0.46321312,1.3367366790771484,20.710335,26.709448,26.882101,26.77619,26.783606,27.582033,27.0381,27.056583,27.15628,27.16719,27.1558,27.66009,27.42254,27.681658,27.807295,27.825153,27.79134,27.69957,27.436129,27.597271,27.67631,27.725716,27.727385,27.671503,27.484337,27.64531,27.69796,27.743034,27.798054,27.811777,27.648783,27.780052,27.81638,27.83427,27.883442,26.772192
image1549,101.67646789550781,132.60841369628906,14.920883178710938,13.6341552734375,0.053258419036865234,0.0582846999168396,0.05582815348326672,0.1,0.1,0.1,19.080667,0.29532728,2.305894374847412,16.738293,17.108667,18.298695,18.185183,14.8381605,14.285105,17.650137,18.727596,18.47731,18.185812,17.968763,14.50332,18.871702,18.84128,18.61764,18.336746,17.995758,17.332478,19.046453,18.94101,18.733719,18.47534,18.121355,17.689142,18.98429,18.996128,18.815287,18.545113,18.183147,17.298492,18.752121,18.947659,18.823132,18.476246,17.2696,16.247366
image155,121.09190368652344,132.85409545898438,11.59771728515625,9.980224609375,0.038985252380371094,0.0453035831451416,0.04226265815675812,0.1,0.1,0.1,12.5902605,0.18311319,2.8724610805511475,10.326347,10.782312,11.475757,11.485696,11.312165,10.393381,11.358473,11.917092,11.912176,11.866541,11.76696,11.642428,12.119317,12.209627,12.150421,12.072761,11.982336,11.871038,12.367144,12.397396,12.31273,12.240507,12.167774,12.035506,12.479402,12.540059,12.496424,12.439342,12.364882,12.214908,12.537281,12.586226,12.579645,12.529965,12.428283,12.176829
image1550,162.03555297851562,132.91110229492188,10.177825927734375,9.847953796386719,0.03846856951713562,0.0397571325302124,0.0391181570867006,0.1,0.1,0.1,15.864967,0.27129027,2.9324517250061035,12.706248,13.509905,13.90921,14.316978,14.722552,15.13447,13.028398,13.749208,14.096705,14.499389,14.8923855,15.2880945,13.267318,13.868751,14.218438,14.629755,15.028019,15.418323,13.3924465,13.965589,14.332156,14.756389,15.149569,15.530911,13.45304,14.047763,14.459039,14.902406,15.28599,15.667586,13.499749,14.08936,14.564434,15.012314,15.389652,15.78117
image1551,179.8074951171875,132.18460083007812,38.058074951171875,37.025482177734375,0.1446307897567749,0.14866435527801514,0.14666143984683966,0.1,0.1,0.1,40.354866,0.8073091,0.8048783540725708,24.954266,35.986397,36.281975,36.43447,36.444653,26.975298,26.075706,37.120388,37.621864,37.96709,38.03425,37.68892,37.450974,38.296906,38.872944,39.17909,39.164085,38.2385,38.077644,39.30669,39.82432,40.103783,39.88037,39.119263,35.16902,39.191887,39.80022,40.04947,40.01712,39.8982,29.287233,38.604633,39.507263,39.885277,40.121464,38.30986
image1552,103.58560943603516,132.90432739257812,85.03361511230469,77.47470092773438,0.3026355504989624,0.3321625590324402,0.31774222417613096,0.1,0.1,0.1,34.151337,0.5504393,0.3675968647003174,18.942377,30.363901,30.350485,24.62392,14.990061,13.943976,21.35256,30.598694,32.883507,30.803944,28.156834,16.174795,28.5109,30.740734,32.720543,34.055527,31.316505,29.604294,28.720493,30.781233,32.644604,32.906902,31.042263,25.809792,28.862288,30.996502,32.79863,32.123917,30.694218,22.639038,31.748,31.369814,32.669117,31.905645,26.854101,25.791939
image1554,124.27366638183594,133.0134735107422,18.490875244140625,15.11419677734375,0.05903983116149902,0.07222998142242432,0.06596541472568057,0.1,0.1,0.1,17.020205,0.21801719,1.7309190034866333,16.55602,16.629494,16.632837,16.630083,16.40693,13.970882,16.62734,16.669796,16.698719,16.716515,16.655401,16.549604,16.72246,16.780022,16.808882,16.823498,16.769903,16.693903,16.807438,16.858303,16.903156,16.928276,16.885649,16.849876,16.878107,16.927559,16.950232,16.961628,16.923218,16.864523,16.59816,16.930387,16.997898,17.003996,16.976057,16.73502
image1555,131.36294555664062,132.34767150878906,13.155364990234375,10.92724609375,0.04268455505371094,0.05138814449310303,0.04723723443734462,0.1,0.1,0.1,12.664462,0.22040997,2.492436170578003,9.3609705,10.497999,11.340796,11.743455,11.8859825,11.684275,11.484385,11.9956455,12.123667,12.151439,12.156971,12.1672325,11.7906885,12.190744,12.2125025,12.27025,12.2930155,12.305342,11.696184,12.274392,12.299982,12.3691635,12.419178,12.455792,11.5275955,12.350509,12.421296,12.513325,12.561169,12.568367,11.420176,12.388244,12.528486,12.613838,12.659956,12.458057
image1556,89.42861938476562,132.45498657226562,17.153778076171875,14.75201416015625,0.05762505531311035,0.06700694561004639,0.06249231056628783,0.1,0.1,0.1,21.291193,0.35924572,2.0839180946350098,19.14008,18.5604,20.625666,20.391521,19.043722,16.535925,19.430977,21.142948,20.870537,20.541527,20.202917,17.313272,21.12556,21.176102,20.955328,20.689623,20.307407,19.750715,21.09213,21.245995,21.050596,20.812923,20.414911,19.989855,20.424826,21.273369,21.166328,20.901913,20.47423,19.959347,20.63535,21.083738,21.183681,20.964058,20.113583,18.01556
image1557,149.71255493164062,132.8041229248047,20.9906005859375,17.863739013671875,0.06978023052215576,0.08199453353881836,0.0761327265437591,0.1,0.1,0.1,20.77494,0.3577224,1.7155091762542725,15.771505,16.581072,18.475588,18.692165,17.811657,17.983007,16.58294,18.624937,18.868868,19.073002,19.305492,18.485294,18.474165,19.002777,19.334246,19.49437,19.646322,19.444921,18.792036,19.293344,19.682522,19.883211,20.050655,20.054796,17.918945,19.540058,19.93541,20.20118,20.340084,20.049555,18.313494,19.383972,20.160534,20.36662,20.143206,20.48429
image1559,127.04448699951172,132.75057983398438,15.993545532226562,19.7493896484375,0.07714605331420898,0.06247478723526001,0.07019477395807248,0.1,0.1,0.1,27.614153,0.41787755,1.3902289867401123,26.883654,27.006748,26.922457,26.887068,26.894688,26.517817,27.013178,27.0948,27.103813,27.077059,27.076233,27.051691,27.15132,27.251377,27.30143,27.311459,27.29845,27.343365,27.145454,27.199444,27.270622,27.33558,27.366116,27.396893,27.144156,27.19321,27.277899,27.350973,27.396614,27.436432,27.237736,27.305748,27.395452,27.44335,27.471323,27.469025
image1562,135.1175537109375,132.60218811035156,12.91448974609375,10.529998779296875,0.04113280773162842,0.05044722557067871,0.046026244902588186,0.1,0.1,0.1,14.907684,0.23102182,2.630187749862671,11.755799,14.057668,14.200397,14.286856,14.294961,13.746502,13.647808,14.244017,14.356374,14.386073,14.429925,14.253557,13.924467,14.338265,14.414034,14.466412,14.553242,14.574002,13.976423,14.4108715,14.50896,14.557546,14.672129,14.755594,13.96564,14.513274,14.632626,14.69479,14.806742,14.880031,13.893341,14.551982,14.694599,14.783556,14.876591,14.731336
image1563,129.8646240234375,132.83242797851562,19.654205322265625,16.09710693359375,0.06287932395935059,0.0767742395401001,0.07017155135290094,0.1,0.1,0.1,15.018744,0.21741447,1.694398045539856,9.207309,12.433231,13.436127,13.614365,13.634415,13.447199,14.063364,14.157785,14.174754,14.15732,14.051855,14.001864,14.228653,14.378925,14.436413,14.430461,14.354653,14.298765,14.378099,14.5560055,14.626083,14.656038,14.629462,14.53863,14.484021,14.691162,14.779039,14.835955,14.838556,14.76777,14.491587,14.81865,14.947365,14.995125,14.871001,14.393153
image1564,149.42898559570312,132.50387573242188,39.18756103515625,33.07427978515625,0.1291964054107666,0.1530764102935791,0.1416405636804502,0.1,0.1,0.1,27.234297,0.4465519,0.9050026535987854,16.364502,17.239443,26.037758,25.983814,24.165222,20.240944,17.563126,25.39366,26.085974,26.341694,26.005203,21.261133,24.894472,26.151463,26.580976,26.531143,26.272722,24.547573,23.975866,26.119297,26.697037,26.687872,26.531088,26.319506,21.318039,25.954685,26.667896,26.841822,26.672478,25.186615,22.508438,24.743727,26.529623,26.812372,25.902077,26.436409
image1565,159.3837432861328,132.12074279785156,42.963409423828125,47.77362060546875,0.1866157054901123,0.1678258180618286,0.1774696125308419,0.1,0.1,0.1,45.18656,1.0,0.5923706889152527,21.535515,41.148415,41.169456,40.94688,40.85257,41.00705,41.303413,42.078354,42.327976,42.432274,42.468006,42.435585,42.755486,43.452583,43.7761,43.940235,44.092445,44.103233,43.463577,44.334732,44.84589,45.117287,45.12885,44.72758,42.53642,43.290386,43.84991,44.1921,44.298656,44.13353,27.52776,41.96669,42.572823,43.079975,43.248383,43.06202
image1566,171.36752319335938,132.3595428466797,27.036376953125,23.32598876953125,0.09111714363098145,0.10561084747314453,0.09863058594438315,0.1,0.1,0.1,25.817085,0.48753503,1.3475399017333984,19.200203,20.019806,24.509226,24.131947,22.848455,22.22864,19.72712,23.934381,24.421392,24.550814,24.354671,22.862242,23.816605,24.47718,24.949398,24.936766,24.765808,24.726286,24.053429,24.716696,25.188522,25.23116,25.18858,25.144442,21.610489,24.609913,25.204626,25.425472,25.512018,24.846338,22.175907,23.273085,25.323286,25.618744,25.823166,25.171604
image1567,114.4297103881836,132.8353271484375,44.92784118652344,40.14362335205078,0.15681102871894836,0.17549937963485718,0.16641774391589764,0.1,0.1,0.1,24.604624,0.33452237,0.7322337031364441,15.077222,15.976635,21.976015,19.724192,10.998662,9.893081,16.548882,21.89662,22.011425,22.01828,21.900917,11.141637,18.871258,22.248922,22.19485,22.157536,22.034668,21.667406,22.647995,22.711267,22.549744,22.432596,22.221912,21.87882,21.572887,22.87003,22.914875,22.807144,22.32883,16.283844,23.4076,22.3079,22.995554,22.94471,21.944225,18.1899
image1568,48.107322692871094,132.10443115234375,46.04228210449219,43.39905548095703,0.1695275604724884,0.1798526644706726,0.1747663793138622,0.1,0.1,0.1,50.561775,0.9339989,0.6913996338844299,32.13484,45.668934,45.10536,44.117004,42.72869,27.512712,45.576225,47.27653,46.66442,45.60404,44.09594,32.045788,46.78578,48.63016,48.139996,47.109463,45.750748,45.067265,47.999943,49.481747,49.31488,48.487614,47.414494,45.629044,49.1641,50.393852,50.364162,49.767185,48.760532,47.42666,50.50623,50.114765,49.69947,49.093956,47.75053,32.615723
image157,129.00950622558594,133.26632690429688,24.200347900390625,18.89422607421875,0.07380557060241699,0.09453260898590088,0.08480470627751029,0.1,0.1,0.1,15.009769,0.21045378,1.3121299743652344,11.935091,14.423578,14.3546295,14.2824955,14.147078,13.635087,14.352598,14.455083,14.497093,14.483135,14.409536,14.576698,14.521127,14.59371,14.665989,14.66844,14.639031,14.54959,14.641497,14.694912,14.781242,14.801117,14.779381,14.704957,14.766977,14.785597,14.864628,14.906343,14.896601,14.857248,14.507168,14.818595,14.949753,15.002433,14.9398365,14.606375
image1570,107.9361572265625,132.96258544921875,29.959854125976562,26.02478790283203,0.10165932774543762,0.11703068017959595,0.10961477779239706,0.1,0.1,0.1,27.394672,0.40394366,1.1367753744125366,21.54477,26.611494,26.596264,26.581732,19.62965,19.50985,22.32977,26.764044,26.986975,26.87009,26.526768,21.765627,26.187918,26.891836,27.167374,27.391632,27.186104,26.55709,26.707525,27.108936,27.327568,27.272835,26.9686,26.317442,26.293604,27.155592,27.321388,27.185795,26.850786,23.503277,26.111927,27.103462,27.292965,27.041523,26.789227,24.15192
image1572,151.89810180664062,132.27960205078125,21.7508544921875,18.6434326171875,0.07282590866088867,0.08496427536010742,0.07912819048781622,0.1,0.1,0.1,19.86825,0.33300236,1.6229431629180908,14.194214,14.657846,18.106709,18.280478,16.468021,17.00208,14.693422,18.269165,18.42375,18.602667,18.81766,17.526873,18.008615,18.478657,18.7837,18.984608,19.120258,19.336151,18.251713,18.712994,19.057676,19.281916,19.45827,19.630741,17.689308,18.937006,19.27373,19.554146,19.756039,19.820478,16.881464,18.805618,19.460245,19.74569,19.751978,19.555367
image1573,127.00775146484375,132.5570068359375,7.92315673828125,7.492767333984375,0.029268622398376465,0.030949831008911133,0.030120958621688166,0.1,0.1,0.1,9.982192,0.1433399,2.858851671218872,9.34256,9.303109,9.284439,9.263807,9.210533,9.145738,9.557957,9.58168,9.5793495,9.561884,9.517549,9.431452,9.703687,9.725262,9.722803,9.7113085,9.678387,9.618476,9.820716,9.841879,9.852584,9.851884,9.827415,9.767621,9.894137,9.911549,9.933594,9.946629,9.922064,9.867488,9.913984,9.95771,9.970396,9.981128,9.974938,9.913038
image1574,99.8185806274414,128.96395874023438,82.53056335449219,87.80229949951172,0.34297773241996765,0.3223850131034851,0.3328406687964056,0.1,0.1,0.1,25.317366,1.0,0.27267563343048096,18.808964,18.82745,18.464764,18.368233,18.627943,18.44148,20.39039,20.372452,20.072502,20.046974,20.23832,20.158604,21.838058,21.843523,21.596573,21.58149,21.783306,21.84215,23.337923,23.25154,22.901323,22.931812,23.113894,23.324852,24.47347,24.445843,24.200115,24.30605,24.495127,24.689255,24.729172,24.832697,24.872427,24.90358,24.456297,18.08182
image1575,130.51585388183594,132.58892822265625,14.523773193359375,13.5589599609375,0.05296468734741211,0.05673348903656006,0.05488144897900654,0.1,0.1,0.1,10.878786,0.17131716,2.138578414916992,7.5170965,8.183891,8.791071,9.072441,9.175014,8.57013,8.61585,9.294177,9.489986,9.582308,9.676775,9.642335,9.383168,9.775833,9.850728,9.924634,10.013543,10.068023,9.613719,10.074764,10.124919,10.22772,10.35298,10.3978,9.592376,10.282833,10.377064,10.482564,10.568318,10.56002,9.693145,10.358378,10.530164,10.6175785,10.628929,10.726519
image1576,89.98886108398438,131.76564025878906,34.240081787109375,36.21185302734375,0.14145255088806152,0.133750319480896,0.13765531612324564,0.1,0.1,0.1,23.779737,0.7527345,0.6721754670143127,23.174644,22.911486,22.580967,22.19178,21.739103,21.364647,23.187405,22.954157,22.682116,22.337357,21.971476,21.627031,23.248398,23.072102,22.829319,22.518368,22.167505,21.866566,23.302134,23.225794,23.002354,22.7144,22.377663,22.070358,23.362427,23.389149,23.231659,22.983406,22.653633,22.315475,23.313229,23.514618,23.434875,23.262274,22.895752,22.469704
image1579,147.79774475097656,131.23817443847656,64.71258544921875,76.42709350585938,0.2985433340072632,0.25278353691101074,0.2766113146758576,0.1,0.1,0.1,38.740093,0.93338656,0.3471984267234802,18.976213,30.372396,30.095467,29.568043,29.009989,28.556763,30.083397,33.63971,33.493565,32.95985,32.442318,31.889496,36.548065,36.400547,36.277443,35.87687,35.450516,34.790108,38.07739,38.369648,38.32295,38.143208,37.72345,37.147926,36.811935,37.116074,37.273056,37.406517,37.074287,36.6979,27.203196,35.06758,35.115204,35.150356,34.91403,34.75005
image158,153.57862854003906,132.23556518554688,12.92205810546875,11.12664794921875,0.04346346855163574,0.050476789474487305,0.047100845927598486,0.1,0.1,0.1,17.188738,0.26336083,2.7707977294921875,13.666848,14.892773,15.613781,15.830395,15.762338,15.892648,14.362553,15.648255,15.957954,16.214584,16.38052,16.30788,15.085093,15.798184,16.101557,16.368671,16.601274,16.65943,15.532325,15.970944,16.26941,16.548746,16.770966,16.868717,15.5109215,16.078274,16.404339,16.68758,16.865509,16.97047,15.191646,16.002731,16.483765,16.749456,16.889303,17.093998
image1580,126.41606140136719,132.81358337402344,11.22528076171875,10.035247802734375,0.03920018672943115,0.04384875297546387,0.0415894684813687,0.1,0.1,0.1,11.865863,0.14711246,2.434475898742676,11.422151,11.625504,11.602761,11.536283,11.449697,10.721952,11.576637,11.721845,11.673933,11.62138,11.557767,11.481736,11.5656805,11.708243,11.692028,11.651925,11.615944,11.550459,11.575106,11.731665,11.720132,11.688752,11.66246,11.632554,11.605291,11.775099,11.783536,11.768383,11.751505,11.680455,11.627759,11.8239,11.848571,11.846155,11.845784,11.683827
image1581,127.09549713134766,132.72735595703125,14.000198364257812,11.785186767578125,0.04603588581085205,0.05468827486038208,0.05054755280720574,0.1,0.1,0.1,13.506866,0.18414015,1.9071235656738281,12.647662,12.820431,12.830728,12.805987,12.748459,12.359264,12.911087,12.961748,12.983604,12.985208,12.9247675,12.830334,12.98778,13.013528,13.045943,13.070883,13.052016,12.984989,13.059728,13.1052,13.116136,13.161014,13.185806,13.132632,13.183205,13.251598,13.25288,13.298653,13.3475,13.303521,13.242674,13.395105,13.39466,13.432145,13.495602,13.387431
image1582,130.02996826171875,132.8067626953125,16.17626190185547,13.86187744140625,0.054147958755493164,0.06318852305412292,0.05884212302062194,0.1,0.1,0.1,16.505524,0.24908397,2.0104291439056396,10.807825,14.427374,15.716507,15.860291,15.825795,14.922087,15.476188,15.954046,16.036572,16.098225,16.017162,15.846423,15.624108,16.065739,16.15827,16.224161,16.190338,16.077429,15.6421175,16.165888,16.234632,16.31987,16.35239,16.255335,15.662943,16.261591,16.324955,16.415895,16.471584,16.339682,15.413171,16.302343,16.386549,16.46715,16.474499,15.71318
image1584,129.29714965820312,132.72267150878906,12.586944580078125,11.940643310546875,0.04664313793182373,0.049167752265930176,0.047922073092735745,0.1,0.1,0.1,18.858011,0.28365967,2.139512062072754,17.88657,18.051437,18.117449,18.154896,18.16482,18.092085,18.218891,18.314789,18.358774,18.394024,18.38336,18.356787,18.339903,18.414013,18.478518,18.50266,18.511475,18.487011,18.486206,18.531649,18.579498,18.599407,18.620659,18.614752,18.642008,18.667736,18.71085,18.732368,18.74789,18.735708,18.770021,18.78418,18.818512,18.825663,18.822771,18.76147
image1585,173.89761352539062,132.28030395507812,35.96575927734375,39.22972869873047,0.1532411277294159,0.14049124717712402,0.14700447911741824,0.1,0.1,0.1,41.950874,1.0,0.7195651531219482,31.266418,37.014,37.16227,37.49284,37.899487,37.76863,40.133194,38.19516,38.47026,38.648266,38.772404,38.63786,39.27944,39.37204,39.68318,39.825035,39.860474,39.701508,39.939117,40.430523,40.750343,40.86979,40.88295,40.72367,40.795563,41.324577,41.79994,41.951218,41.90941,41.7631,23.313175,40.439312,41.071625,41.33245,41.460426,41.406216
image1586,127.967041015625,132.5738983154297,9.788116455078125,8.048431396484375,0.03143918514251709,0.038234829902648926,0.03500231835257461,0.1,0.1,0.1,12.590348,0.17549898,2.822566032409668,12.096202,12.1029825,12.086941,12.040193,11.996638,11.901777,12.286712,12.324083,12.317077,12.276862,12.250875,12.188995,12.357125,12.421049,12.410559,12.38261,12.364521,12.342099,12.457455,12.508341,12.502268,12.48731,12.476381,12.456397,12.504428,12.556956,12.563907,12.568029,12.556282,12.530443,12.474686,12.578387,12.5897045,12.583158,12.581022,12.553745
image1588,113.39273071289062,132.77101135253906,34.729217529296875,30.14501953125,0.11775398254394531,0.13566100597381592,0.12702344064539328,0.1,0.1,0.1,21.263174,0.31345984,0.9905763864517212,15.120689,17.308147,19.422943,18.680342,12.613153,11.88725,16.151566,19.449364,19.445885,19.32717,19.062096,12.845221,18.794823,19.670797,19.571056,19.397736,19.134378,18.73034,20.026327,19.97714,19.791534,19.599724,19.267609,18.892498,19.43181,20.145863,20.030571,19.829258,19.389685,15.819428,20.487625,19.701437,20.208136,19.98734,19.036604,17.02087
image1590,126.89325714111328,133.23687744140625,18.175094604492188,15.192146301269531,0.059344321489334106,0.07099646329879761,0.0654302922734071,0.1,0.1,0.1,14.556989,0.188564,1.5826140642166138,14.053819,14.266,14.176542,14.046656,13.859793,13.37016,14.025138,14.170028,14.162922,14.093178,13.957636,13.9594145,14.020093,14.223528,14.245775,14.218997,14.124922,14.062297,14.08152,14.252119,14.284897,14.269652,14.172971,14.102981,14.158306,14.300173,14.304461,14.293386,14.205112,14.133608,14.089267,14.36794,14.386197,14.35849,14.288565,14.2150545
image1591,19.555561065673828,132.4500274658203,39.111122131347656,31.454193115234375,0.12286794185638428,0.15277782082557678,0.13863187525283618,0.1,0.1,0.1,36.60229,0.87850213,0.9622000455856323,31.266804,32.88719,33.558228,32.810406,32.191532,25.150404,34.55282,34.338253,34.270782,33.522713,32.670986,25.09517,35.112564,34.816032,34.64377,33.995384,33.12214,31.649342,35.545498,35.279144,34.991837,34.419106,33.507668,32.517033,36.06749,35.796654,35.42071,34.862938,33.914318,32.692646,36.4607,36.25968,35.708256,35.007393,28.89975,27.370872
image1592,105.75119018554688,132.747314453125,14.03997802734375,12.1080322265625,0.047297000885009766,0.05484366416931152,0.051209539112517105,0.1,0.1,0.1,18.188423,0.27224484,2.5589685440063477,15.626628,15.403803,17.446003,17.2665,15.848927,13.504668,16.132603,17.76826,17.702227,17.44176,17.10891,15.957167,17.225426,17.955961,17.809612,17.573719,17.274082,16.773327,17.40427,18.11197,17.957184,17.724669,17.478567,17.047344,17.06866,18.186913,18.05101,17.868298,17.825123,15.886356,17.281942,17.860327,18.104244,17.85891,15.641434,14.228691
image1593,168.26254272460938,131.1238250732422,128.9385986328125,134.17825317382812,0.5241338014602661,0.5036664009094238,0.5140019869797402,0.1,0.1,0.1,41.492237,0.9942973,0.19019712507724762,16.651321,17.80196,28.324112,29.165844,30.991737,19.717089,19.196957,31.327742,32.105865,33.186695,35.192863,28.846565,34.279392,34.71737,35.719944,37.0154,38.84433,28.1156,35.975826,37.46401,38.958748,40.48511,40.453815,28.859163,27.653961,34.049633,35.839355,37.03215,38.203796,29.623947,30.960918,32.276154,33.396458,34.184093,34.72592,31.235575
image1595,202.0015869140625,132.7930145263672,27.906005859375,22.02557373046875,0.08603739738464355,0.1090078353881836,0.09819659343566965,0.1,0.1,0.1,28.29245,0.5723521,1.3433160781860352,20.762932,25.683746,26.04489,26.082901,24.975254,25.643904,22.79485,25.706554,26.22305,26.393414,26.60165,26.86089,25.404621,25.939968,26.496834,26.732845,26.97009,27.28225,25.489273,26.137377,26.692085,26.992622,27.306995,27.62268,25.937838,26.413843,26.871141,27.238976,27.624353,27.644127,22.694178,24.635605,27.191202,27.509441,27.935667,27.02763
