Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,midas_max,midas_max_relative,Target,dpt_1,dpt_2,dpt_3,dpt_4,dpt_5,dpt_6,dpt_7,dpt_8,dpt_9,dpt_10,dpt_11,dpt_12,dpt_13,dpt_14,dpt_15,dpt_16,dpt_17,dpt_18,dpt_19,dpt_20,dpt_21,dpt_22,dpt_23,dpt_24,dpt_25,dpt_26,dpt_27,dpt_28,dpt_29,dpt_30,dpt_31,dpt_32,dpt_33,dpt_34,dpt_35,dpt_36
image1388,126.48304748535156,132.50445556640625,11.1361083984375,8.73638916015625,0.03412652015686035,0.043500423431396484,0.0390954359019527,0.1,0.1,0.1,8.949308,0.1298001,2.7835371494293213,0.11613764,0.12368097,0.12345374,0.1224207,0.120580465,0.11528042,0.121932395,0.12524359,0.12522036,0.12486445,0.123852335,0.121625334,0.12396253,0.12657143,0.12635311,0.1260002,0.12531854,0.12349961,0.12554303,0.12779944,0.12781733,0.12782195,0.12668933,0.12523788,0.12652582,0.12897134,0.12925263,0.12921233,0.12780131,0.12636936,0.12704045,0.1296847,0.12975593,0.12947352,0.12873307,0.1265216
image1389,124.64093017578125,133.46795654296875,38.48077392578125,39.509521484375,0.15433406829833984,0.150315523147583,0.1523380470149335,0.1,0.1,0.1,28.811665,0.4290318,0.6700296401977539,0.4092233,0.4070825,0.40108156,0.39448023,0.38909385,0.18706523,0.414296,0.42811406,0.42788312,0.42410243,0.41971692,0.41202644,0.41422322,0.4222557,0.42288858,0.42003667,0.41636336,0.41059768,0.4150571,0.4214913,0.42266595,0.42047918,0.41676623,0.4107531,0.4163024,0.42295328,0.42403644,0.4225249,0.4195461,0.41293332,0.40298685,0.42263132,0.42364502,0.42297116,0.42071876,0.41660526
image1390,126.4328384399414,132.86505126953125,11.236740112304688,9.899238586425781,0.03866890072822571,0.043893516063690186,0.04136378026705733,0.1,0.1,0.1,12.53347,0.14250627,2.5647528171539307,0.13716449,0.13987143,0.13961561,0.13896473,0.13826866,0.12228605,0.13850898,0.14078091,0.1402785,0.13962635,0.13859487,0.13675746,0.13771576,0.14043455,0.1403338,0.139685,0.1390697,0.13795912,0.13774675,0.14071721,0.14061643,0.1400526,0.1396418,0.13930617,0.13797365,0.14114746,0.14144553,0.1412112,0.14094457,0.13975042,0.13757774,0.14149264,0.14225428,0.14222981,0.14210884,0.13857448
image1391,164.03176879882812,132.3009033203125,35.890899658203125,35.11591339111328,0.13717153668403625,0.14019882678985596,0.13869344164291247,0.1,0.1,0.1,42.676052,0.7527117,0.8543802499771118,0.42965764,0.6588519,0.6631631,0.66786176,0.6747609,0.4689303,0.5010261,0.6960608,0.70161265,0.7040191,0.704091,0.7136316,0.7174673,0.730167,0.7344559,0.7355786,0.7254209,0.712468,0.73144674,0.74495983,0.7511002,0.7486048,0.735164,0.71958935,0.6992172,0.72779465,0.7328054,0.7314771,0.72674716,0.7133095,0.5203088,0.71206254,0.71648115,0.71668154,0.7135516,0.6256243
image1394,132.1517333984375,132.7681121826172,17.84490966796875,15.795013427734375,0.0616992712020874,0.06970667839050293,0.0658248474328112,0.1,0.1,0.1,13.301164,0.22031574,1.8490790128707886,0.0973332,0.09613679,0.17992716,0.19157116,0.17975543,0.12968001,0.15224624,0.19629093,0.1963977,0.19687383,0.19937967,0.14113675,0.19307642,0.199976,0.20218599,0.20341183,0.20485279,0.16896184,0.19309697,0.20430262,0.2065696,0.20899165,0.21111466,0.21154842,0.15233546,0.20698546,0.21050452,0.21384956,0.21694143,0.21998976,0.16226165,0.20896553,0.2133658,0.21368814,0.20343322,0.19178616
image1395,129.97750854492188,132.87425231933594,22.0477294921875,17.9320068359375,0.07004690170288086,0.08612394332885742,0.07849809568609067,0.1,0.1,0.1,16.049616,0.21937007,1.457829475402832,0.10854601,0.18006729,0.20509668,0.20580243,0.20308834,0.164879,0.20878822,0.20866457,0.21092239,0.2092409,0.20725213,0.21114923,0.21205446,0.21314311,0.21459673,0.21294196,0.21170902,0.21287881,0.21624987,0.21567558,0.21689348,0.21583085,0.21449532,0.21291414,0.21958269,0.2172032,0.21833491,0.21767533,0.21635891,0.21558817,0.2049469,0.21876171,0.21938886,0.21898237,0.21735682,0.20754519
image1397,192.874267578125,132.6024627685547,53.68115234375,44.854736328125,0.17521381378173828,0.20969200134277344,0.1932234664411641,0.1,0.1,0.1,32.64305,0.62053525,0.666386604309082,0.32326883,0.48914006,0.52129644,0.5354663,0.46712092,0.497162,0.34069276,0.5132471,0.5470506,0.55036044,0.55065036,0.5257979,0.48043013,0.53719175,0.564403,0.5661225,0.5687726,0.5703244,0.5300751,0.55946964,0.57612824,0.5825941,0.5855333,0.5826384,0.4091046,0.571357,0.5871678,0.5980611,0.60172725,0.57626337,0.44069165,0.48037896,0.5794833,0.6106048,0.6172785,0.59501535
image1398,219.05776977539062,132.39785766601562,71.3682861328125,72.48110961914062,0.28312933444976807,0.27878236770629883,0.2809642580203918,0.1,0.1,0.1,50.033566,0.9720839,0.4154967665672302,0.4345217,0.5343648,0.64636433,0.7180521,0.77958673,0.68593884,0.45676586,0.6075499,0.67011315,0.7422421,0.8141534,0.86204094,0.48514333,0.63955104,0.70122355,0.77444625,0.8446811,0.8936048,0.6231492,0.67919505,0.74007154,0.8135826,0.872291,0.9191479,0.5492661,0.70894384,0.77863216,0.8479361,0.90099007,0.9408947,0.5938036,0.6491448,0.7102532,0.83569545,0.91168153,0.9584882
image14,156.53770446777344,132.8636474609375,38.89404296875,34.230072021484375,0.13371121883392334,0.1519298553466797,0.14311074555692235,0.1,0.1,0.1,31.924013,0.5309132,0.8721438646316528,0.34009483,0.38396645,0.4981239,0.50651807,0.50780946,0.39305323,0.360275,0.49870634,0.5110628,0.5184983,0.5138637,0.46067518,0.4924354,0.5145436,0.52752566,0.52900016,0.5161612,0.5059211,0.49715704,0.51416534,0.5226862,0.5233357,0.5151717,0.5075375,0.4071018,0.5061968,0.51514953,0.5181114,0.51514214,0.5041754,0.43763798,0.4984661,0.50961554,0.5144995,0.5160559,0.4961424
image140,125.47038269042969,132.91973876953125,15.161651611328125,11.93133544921875,0.04660677909851074,0.05922520160675049,0.05329078890060466,0.1,0.1,0.1,12.738972,0.16876419,2.2398488521575928,0.14707874,0.16040625,0.16030423,0.15749145,0.14529729,0.091148876,0.15393451,0.16291276,0.16230255,0.16195516,0.16036828,0.15554334,0.15944515,0.16411254,0.16343616,0.16312844,0.16168255,0.15482965,0.16273855,0.16565989,0.16459483,0.16426612,0.16282603,0.1564614,0.16464944,0.16744298,0.16656321,0.16614082,0.16521375,0.1574726,0.16372247,0.1683048,0.16845682,0.16826762,0.16688351,0.151046
image1401,121.69439697265625,132.80709838867188,17.5760498046875,14.157867431640625,0.05530416965484619,0.06865644454956055,0.06233882642221816,0.1,0.1,0.1,19.251392,0.26278123,1.8542574644088745,0.2288607,0.2570704,0.25835857,0.256013,0.22542647,0.179208,0.25492963,0.25779927,0.2587439,0.2589342,0.25713983,0.2561572,0.2560677,0.25939807,0.25998878,0.26072702,0.25948521,0.25603938,0.25754094,0.26059118,0.2608376,0.26153818,0.2609075,0.25846848,0.2587849,0.26169267,0.2616508,0.26227176,0.26166382,0.25999707,0.24894391,0.26120308,0.2619688,0.2625,0.2621708,0.25943288
image1403,152.65289306640625,132.33583068847656,26.9144287109375,22.97918701171875,0.08976244926452637,0.10513448715209961,0.09775110660934141,0.1,0.1,0.1,21.929186,0.37955576,1.3478068113327026,0.24132577,0.25359148,0.32512683,0.33224297,0.29341096,0.30261448,0.25520587,0.3180791,0.32731378,0.33146164,0.33627838,0.31644496,0.31564087,0.3300783,0.3380657,0.3416646,0.3449171,0.34094584,0.32449123,0.33721188,0.34619564,0.35115585,0.3563436,0.36149946,0.29368234,0.34269565,0.35276306,0.35944736,0.36479178,0.35846534,0.3077928,0.33654672,0.35929227,0.3675557,0.36228588,0.37083992
image1404,147.20223999023438,133.15399169921875,104.67913818359375,94.51958465576172,0.3692171275615692,0.4089028835296631,0.3895656911508566,0.1,0.1,0.1,33.020187,0.66180336,0.28204259276390076,0.16961491,0.20182846,0.2528105,0.53852826,0.5716794,0.29840896,0.22775444,0.5025612,0.56667614,0.62968093,0.57266587,0.35602784,0.5403386,0.58924073,0.64791924,0.6258544,0.57359785,0.52319497,0.33272457,0.56686103,0.61621416,0.6258715,0.57231694,0.520858,0.39173588,0.54679984,0.59139687,0.6330355,0.57724893,0.5300661,0.46563107,0.49434385,0.57164025,0.613031,0.5932208,0.6015364
image1406,164.3741455078125,132.41522216796875,22.5006103515625,19.40087127685547,0.07578465342521667,0.08789300918579102,0.08206246023156309,0.1,0.1,0.1,24.338753,0.4398408,1.6028374433517456,0.30176765,0.32058892,0.41002777,0.41399467,0.34865093,0.35200343,0.3150917,0.40985212,0.41813368,0.42062932,0.42153743,0.36395398,0.40939847,0.416911,0.42525,0.42701706,0.4263091,0.42664948,0.4093132,0.4198236,0.42842174,0.43147472,0.43306965,0.43179148,0.35601404,0.4204579,0.4306892,0.4351497,0.43723607,0.40971172,0.35892716,0.39247537,0.43137246,0.43691128,0.43871254,0.40678385
image1407,150.18875122070312,132.40115356445312,29.8282470703125,25.1317138671875,0.09817075729370117,0.1165165901184082,0.10773489072821284,0.1,0.1,0.1,23.52843,0.41913307,1.2095896005630493,0.27960247,0.2914734,0.35967502,0.3692804,0.3357789,0.32827622,0.29566148,0.36257407,0.37099102,0.37620887,0.37449956,0.34435135,0.361203,0.37597996,0.383818,0.38419485,0.38362503,0.36765632,0.36418068,0.3805504,0.38929227,0.39178142,0.39384526,0.3947666,0.34109843,0.3828051,0.3929538,0.39791977,0.40102616,0.39398572,0.3575227,0.38320088,0.39656588,0.40234995,0.40224844,0.4091241
image1408,105.4114990234375,132.82626342773438,11.331207275390625,10.2762451171875,0.04014158248901367,0.04426252841949463,0.04225232577509112,0.1,0.1,0.1,16.554281,0.22917733,3.006931781768799,0.20000733,0.1937236,0.18786855,0.18185516,0.17336228,0.16378197,0.20630944,0.19998774,0.19403277,0.18816333,0.18115969,0.17079824,0.21207617,0.2056504,0.19990858,0.19417027,0.18768916,0.17718259,0.21686764,0.21057361,0.20511666,0.19941589,0.19294353,0.18217391,0.22235522,0.21601547,0.21056575,0.20467135,0.19708332,0.1860645,0.22740485,0.22072469,0.21489531,0.20876285,0.2007821,0.18987711
image1409,132.6162872314453,132.6258087158203,17.206268310546875,16.336883544921875,0.06381595134735107,0.06721198558807373,0.06553596971533614,0.1,0.1,0.1,23.249348,0.3743398,1.6701996326446533,0.3466861,0.35988837,0.36169794,0.36239898,0.36228904,0.3513948,0.36189413,0.36618283,0.3689558,0.36996123,0.36832604,0.36147043,0.36501804,0.3680309,0.37023312,0.37184545,0.3708949,0.36557734,0.36605832,0.36813894,0.36984968,0.371831,0.37197003,0.36888885,0.3666274,0.36835882,0.36964002,0.37149334,0.37233657,0.36926138,0.3679681,0.36947218,0.37060985,0.37221855,0.37352458,0.36155394
image141,140.4578094482422,132.81729125976562,30.945159912109375,26.43395233154297,0.10325762629508972,0.12087953090667725,0.1124144082854034,0.1,0.1,0.1,25.320683,0.38556045,1.0725126266479492,0.2349149,0.23792368,0.33501983,0.34157932,0.3426999,0.27438807,0.30681926,0.33384934,0.3442462,0.34969825,0.34886917,0.3358774,0.3338861,0.34599847,0.35213456,0.35425934,0.35511664,0.35334605,0.3285432,0.34534428,0.3531068,0.35783443,0.3609808,0.36281368,0.31224817,0.34758037,0.356063,0.3624889,0.36626226,0.36689273,0.33297253,0.35210803,0.36082545,0.36735335,0.3699065,0.3745134
image1410,129.7786865234375,132.82472229003906,18.39337921142578,14.393157958984375,0.056223273277282715,0.07184913754463196,0.0645110650350754,0.1,0.1,0.1,15.136942,0.2246806,1.7526967525482178,0.16002616,0.19924247,0.209621,0.21014115,0.20946191,0.20624925,0.21028237,0.21313055,0.21416147,0.21402682,0.2123965,0.21107551,0.21354307,0.21641701,0.21747543,0.21804298,0.2170384,0.21646434,0.2151436,0.21881655,0.21982637,0.2209744,0.22092725,0.22063231,0.21651639,0.22100809,0.2217524,0.22302572,0.2237137,0.22337139,0.21639425,0.22213876,0.22329742,0.22439328,0.22354572,0.21333306
image1411,126.44744873046875,132.7750701904297,12.94036865234375,9.87200927734375,0.03856253623962402,0.05054831504821777,0.04495665331987132,0.1,0.1,0.1,11.373211,0.15931298,2.2610440254211426,0.15468208,0.15608872,0.15528157,0.15401007,0.15251769,0.15136926,0.15680571,0.15771064,0.15625797,0.15489051,0.1537007,0.15298839,0.15721872,0.1569742,0.1559904,0.15480629,0.1536365,0.15351103,0.15695234,0.15722609,0.15610701,0.15503791,0.15392044,0.1543469,0.15744089,0.15794441,0.15683264,0.15595786,0.15512618,0.15562795,0.15725131,0.15897909,0.15816826,0.15755779,0.1568752,0.15695897
image1412,163.5894775390625,132.491455078125,78.86779022216797,71.03256225585938,0.2774709463119507,0.30807730555534363,0.293173798492882,0.1,0.1,0.1,37.150932,0.68859243,0.4044651687145233,0.30212688,0.33022252,0.5628504,0.5990499,0.6243979,0.43119642,0.33699736,0.55335206,0.5992052,0.6575267,0.6311753,0.46598276,0.58393395,0.6167202,0.65960735,0.6703574,0.6393149,0.61024076,0.5971264,0.63534003,0.67275614,0.6762706,0.6433379,0.6110325,0.44495144,0.6112099,0.6527908,0.68450564,0.6512649,0.5872076,0.4867535,0.5130996,0.64039224,0.6713863,0.6626382,0.6284786
image1418,131.5579833984375,132.20556640625,41.08458709716797,51.40302276611328,0.20079305768013,0.16048666834831238,0.18176058804107836,0.1,0.1,0.1,35.641872,0.83966994,0.5330395698547363,0.7514495,0.7560284,0.75286627,0.7425105,0.7400517,0.7347275,0.7801951,0.77865016,0.7788718,0.77381516,0.7708117,0.77035886,0.8142559,0.81185186,0.81257594,0.80991435,0.8078785,0.8101321,0.83005166,0.83539057,0.83957744,0.8390084,0.8363013,0.8303224,0.80458474,0.8078296,0.8120797,0.81107813,0.80977005,0.80666023,0.7848548,0.7864765,0.7920111,0.7925664,0.7902743,0.78490424
image1422,127.47406005859375,132.57833862304688,10.82342529296875,8.08612060546875,0.031586408615112305,0.04227900505065918,0.03731765987622016,0.1,0.1,0.1,8.924761,0.14250967,2.7175679206848145,0.13792461,0.13731505,0.1359917,0.13497876,0.13414496,0.13319266,0.1403214,0.13983656,0.13858312,0.13779321,0.13724063,0.13694339,0.14038356,0.14018497,0.13929814,0.13881603,0.13859396,0.13839656,0.14077902,0.14094219,0.14030999,0.13982001,0.1396888,0.13981102,0.14149308,0.14191267,0.1416619,0.14111526,0.14088452,0.14076993,0.14205155,0.14229883,0.1417991,0.14121418,0.14103481,0.14081654
image1424,127.08901977539062,132.76768493652344,12.069122314453125,11.881317138671875,0.04641139507293701,0.04714500904083252,0.04677964017645081,0.1,0.1,0.1,12.788017,0.17884296,2.062852382659912,0.16230288,0.16287524,0.16180086,0.16084343,0.16067038,0.15269212,0.1675948,0.16765973,0.16668499,0.16579665,0.16568813,0.16505152,0.1702429,0.17030042,0.1697436,0.16904807,0.16904064,0.16839316,0.17237407,0.1727658,0.17211708,0.17167188,0.17209253,0.17151453,0.17523126,0.17560008,0.1752192,0.17490911,0.17546211,0.17481421,0.17795798,0.17855647,0.17829804,0.17802554,0.1782808,0.17696421
image1425,86.94180297851562,132.85696411132812,27.8687744140625,22.30896759033203,0.0871444046497345,0.10886240005493164,0.09860316781796781,0.1,0.1,0.1,26.780775,0.44093388,1.362472653388977,0.37098405,0.3725875,0.4236615,0.42371526,0.35300633,0.31262714,0.38039532,0.42250404,0.42668614,0.42596957,0.4189104,0.3248117,0.42433608,0.42898014,0.43352088,0.43521187,0.4266023,0.41166413,0.42787892,0.43450734,0.43745872,0.43681845,0.4311149,0.4222217,0.4193051,0.4377925,0.4397258,0.43745124,0.4291155,0.3580574,0.42736644,0.43817914,0.44038266,0.43749818,0.38855594,0.36982074
image1426,128.58151245117188,132.77276611328125,18.89617919921875,16.21410369873047,0.0633363425731659,0.07381319999694824,0.06877456210087747,0.1,0.1,0.1,16.357918,0.2211841,1.5816590785980225,0.13308403,0.20238595,0.21143068,0.21124713,0.20796417,0.20097786,0.20783961,0.21024488,0.21254209,0.21272627,0.21116664,0.20764008,0.21186192,0.21333621,0.2152598,0.21576805,0.21471667,0.2116588,0.21431313,0.21526572,0.21692908,0.2177513,0.21743545,0.21518952,0.21544811,0.21663325,0.21803868,0.21896484,0.21895625,0.21631305,0.21651632,0.21897404,0.22004482,0.2208698,0.22033854,0.20823956
image1427,131.20867919921875,132.79393005371094,12.903388977050781,9.958770751953125,0.038901448249816895,0.050403863191604614,0.0450215065306081,0.1,0.1,0.1,12.048854,0.1949974,2.5738637447357178,0.16013354,0.17736667,0.18110016,0.18137686,0.18191369,0.17201291,0.1775334,0.18354793,0.18444209,0.18514714,0.18629202,0.18452588,0.17940825,0.18616024,0.186306,0.18751131,0.18848461,0.18896039,0.17875434,0.18770573,0.18818393,0.18997873,0.19105001,0.19172607,0.178425,0.18950914,0.1909058,0.19261439,0.1940016,0.19367684,0.17828408,0.18992673,0.19242258,0.19394323,0.19496508,0.1925869
image1429,127.42918395996094,132.78689575195312,11.119537353515625,9.805023193359375,0.03830087184906006,0.04343569278717041,0.04094884731161287,0.1,0.1,0.1,15.428324,0.2284271,2.36100435256958,0.21743673,0.2207258,0.22057651,0.21948242,0.21800752,0.21655895,0.22366685,0.2236993,0.22242361,0.22110721,0.22034842,0.2192798,0.22476287,0.22450283,0.22304563,0.2221319,0.22191584,0.22119951,0.22444823,0.2256411,0.22443876,0.2234213,0.22353932,0.22332016,0.21559738,0.22700597,0.22642294,0.22573006,0.2258825,0.22541729,0.21116701,0.22753729,0.22818577,0.2280532,0.22804184,0.22719248
image1430,121.96925354003906,132.5673370361328,18.063720703125,14.6722412109375,0.05731344223022461,0.07056140899658203,0.06427963557714146,0.1,0.1,0.1,17.654278,0.2385688,1.8074432611465454,0.17393401,0.23365356,0.23389933,0.2314409,0.20784226,0.13775471,0.20918104,0.23372403,0.23429665,0.2337647,0.23193935,0.23112728,0.23797175,0.23491885,0.23525189,0.23530012,0.23387119,0.22986367,0.23575546,0.23629348,0.236404,0.23644018,0.23565611,0.23284476,0.23708461,0.2378761,0.23754828,0.23751931,0.2366463,0.23779391,0.23181167,0.23732796,0.2378816,0.23801757,0.23731647,0.23305817
image1432,119.94400024414062,132.05946350097656,41.58197021484375,53.0875244140625,0.20737314224243164,0.1624295711517334,0.18626189318810732,0.1,0.1,0.1,39.768345,0.81002593,0.5196413397789001,0.7287642,0.72333544,0.71703845,0.70942146,0.7000754,0.67586565,0.75959426,0.7560517,0.7508183,0.74489015,0.7373806,0.7280742,0.79139346,0.79060835,0.7861572,0.78147554,0.7755686,0.768944,0.8045132,0.80442864,0.8015099,0.7986005,0.7944011,0.7879981,0.7892065,0.78820133,0.78504395,0.78144723,0.7769526,0.77142143,0.7790773,0.77741313,0.7744424,0.7702259,0.7651256,0.75890726
image1434,125.15908813476562,133.09376525878906,23.839111328125,18.955322265625,0.07404422760009766,0.09312152862548828,0.08412540262739518,0.1,0.1,0.1,17.011738,0.20547661,1.3365528583526611,0.20525286,0.2010068,0.200473,0.19946414,0.19503038,0.12047911,0.2007419,0.20102225,0.20090726,0.20007823,0.1988992,0.19547795,0.20207976,0.20209627,0.20250615,0.20221853,0.20136586,0.20042229,0.20328176,0.20344488,0.20369919,0.20367959,0.20306474,0.2027704,0.20475018,0.20429249,0.20454709,0.2043296,0.20367059,0.20684344,0.20239148,0.2046526,0.20471038,0.20416935,0.2035458,0.19316694
image1435,37.896873474121094,132.53623962402344,70.67864990234375,56.8692626953125,0.22214555740356445,0.2760884761810303,0.25057283906491506,0.1,0.1,0.1,39.240788,0.84500074,0.5170880556106567,0.68707526,0.62317693,0.73410994,0.69519573,0.65116787,0.37295517,0.79161286,0.77566975,0.7568959,0.7169309,0.6522213,0.3838593,0.8133758,0.7969006,0.77363396,0.7385589,0.65787333,0.5193879,0.8250546,0.812157,0.78910714,0.7473174,0.66839916,0.6135292,0.80743814,0.8227903,0.7998888,0.7574183,0.6945623,0.6369522,0.8194009,0.83084196,0.8067941,0.6860587,0.53017354,0.4734645
image1436,126.84265899658203,132.7594451904297,8.170181274414062,9.778900146484375,0.03819882869720459,0.03191477060317993,0.03519732302670175,0.1,0.1,0.1,17.904358,0.27531475,2.5792236328125,0.25495455,0.25932506,0.26005402,0.26113012,0.26165336,0.26175955,0.26032874,0.2627117,0.26366866,0.26443177,0.26489604,0.26450023,0.26234654,0.2651685,0.26600617,0.26713026,0.26761022,0.26726812,0.2635163,0.26756305,0.26830575,0.2695486,0.27017385,0.26981062,0.26585278,0.2699735,0.27088147,0.2721039,0.2727082,0.27187374,0.2681137,0.27244118,0.27304676,0.27394444,0.2748812,0.2744737
image144,121.29661560058594,132.71554565429688,10.76788330078125,10.046867370605469,0.03924557566642761,0.04206204414367676,0.040678192971996104,0.1,0.1,0.1,8.916416,0.14198835,2.8600945472717285,0.11142236,0.11925327,0.12250549,0.11661926,0.056120094,0.04740306,0.1286208,0.13669536,0.13276824,0.12766711,0.112485714,0.042639464,0.13745141,0.14117764,0.13697326,0.13083413,0.12602855,0.057511188,0.13639048,0.1420661,0.13904534,0.13302524,0.12532763,0.07003885,0.12792568,0.14125745,0.13679741,0.13273093,0.12532642,0.07234253,0.116394505,0.1278055,0.12858184,0.11827957,0.09086914,0.057025943
image1440,117.7578353881836,132.92864990234375,16.084274291992188,14.11102294921875,0.05512118339538574,0.06282919645309448,0.05910098470351102,0.1,0.1,0.1,17.351496,0.23706022,2.0546905994415283,0.16514906,0.21855922,0.22298221,0.21890324,0.18771619,0.13228188,0.16739565,0.22877137,0.2287387,0.22550614,0.22107096,0.20738487,0.21132848,0.23213825,0.23157012,0.22955497,0.22564146,0.21899034,0.23204735,0.23506576,0.23361711,0.23235148,0.2287813,0.22205743,0.23102112,0.23687287,0.2357338,0.23420551,0.23080681,0.22036062,0.21555825,0.2285121,0.23638187,0.23483597,0.23072612,0.20250598
image1442,126.95118713378906,132.59201049804688,11.998809814453125,8.4093017578125,0.03284883499145508,0.04687035083770752,0.040471445167831806,0.1,0.1,0.1,9.466457,0.12100763,2.640690803527832,0.111908495,0.11834084,0.11799114,0.117391914,0.11647516,0.11530904,0.11350787,0.11842969,0.118147865,0.117649645,0.11737925,0.11653198,0.11237059,0.11867558,0.11849754,0.117982864,0.11788701,0.11774514,0.11189701,0.11929643,0.11919937,0.118537605,0.118637145,0.11896896,0.11089628,0.12019552,0.12017898,0.11950416,0.1196203,0.119921826,0.11030991,0.120534055,0.120241664,0.11999214,0.120404616,0.120811574
image1444,117.00353240966797,132.98312377929688,30.049972534179688,26.253204345703125,0.10255157947540283,0.1173827052116394,0.11021689057422754,0.1,0.1,0.1,26.646788,0.36660102,1.069881558418274,0.24484013,0.3569742,0.3569158,0.3607633,0.26437244,0.21951587,0.31459415,0.36038306,0.36298394,0.36044085,0.3556891,0.356779,0.35515988,0.36050427,0.3628655,0.36054465,0.35708702,0.3476935,0.35563016,0.36162427,0.36386734,0.3605994,0.35683382,0.35015956,0.3536481,0.3616223,0.36402813,0.3607846,0.35716888,0.30889744,0.3455257,0.36149973,0.36427712,0.36115032,0.35779166,0.31782225
image1445,119.09115600585938,132.88487243652344,41.8331298828125,35.946075439453125,0.14041435718536377,0.16341066360473633,0.15234703259912746,0.1,0.1,0.1,26.874683,0.38093653,0.7517437934875488,0.21234125,0.36919653,0.3629712,0.36582157,0.18257366,0.18047814,0.34929168,0.36744416,0.3800234,0.37658182,0.3671699,0.35294896,0.35231987,0.36545798,0.3770517,0.37739637,0.3676884,0.3546191,0.35605943,0.3665532,0.37693575,0.37656382,0.36820832,0.3557533,0.35796812,0.3693028,0.37859994,0.37724152,0.37016898,0.32971555,0.35043386,0.3729772,0.37973586,0.3775038,0.37061936,0.31602612
image1446,142.1014862060547,132.85098266601562,23.215667724609375,22.121124267578125,0.08641064167022705,0.09068620204925537,0.08857422377864439,0.1,0.1,0.1,27.64691,0.47378024,1.3585675954818726,0.31925988,0.43258733,0.4574416,0.45715046,0.4572799,0.37776682,0.39267546,0.4515028,0.4577,0.4605135,0.45962173,0.44694325,0.45608997,0.4641482,0.4699099,0.47121653,0.468855,0.46478269,0.46420553,0.46452737,0.4689839,0.4707705,0.47063994,0.4648719,0.42390335,0.46406084,0.46846607,0.47072637,0.47155195,0.46954268,0.40387625,0.4618283,0.46838,0.47155225,0.47229427,0.4187601
image1447,123.88204193115234,132.74435424804688,19.814102172851562,16.410308837890625,0.06410276889801025,0.07739883661270142,0.07106245453610281,0.1,0.1,0.1,17.809322,0.22485445,1.6131606101989746,0.19537973,0.21863905,0.21918303,0.21747768,0.20825519,0.1241167,0.21947539,0.21805751,0.21944687,0.21980847,0.21872555,0.21726303,0.22153482,0.22005124,0.22126117,0.22183757,0.22116409,0.21884076,0.22266996,0.22182745,0.22297624,0.22349164,0.22319192,0.22149682,0.2223588,0.22277248,0.22372983,0.22396597,0.22335058,0.2225646,0.20786485,0.22314622,0.22470222,0.22456001,0.22405837,0.22295131
image1449,109.01112365722656,132.36151123046875,9.796875,8.6407470703125,0.0337529182434082,0.03826904296875,0.036081706858810264,0.1,0.1,0.1,10.90097,0.20964558,2.9582300186157227,0.19847147,0.19661172,0.18963821,0.18055247,0.17309362,0.14822166,0.20709945,0.20434946,0.19671844,0.18856694,0.18302956,0.16667949,0.20907661,0.20604289,0.19902416,0.19122942,0.18501246,0.172163,0.20959891,0.20697425,0.20054562,0.19351783,0.18771827,0.17455068,0.2094758,0.20824797,0.20229165,0.1957725,0.19017263,0.17315564,0.20912734,0.20805693,0.20250323,0.19511162,0.18754138,0.16459668
image1451,126.54076385498047,132.6953582763672,13.067611694335938,12.076507568359375,0.04717385768890381,0.051045358180999756,0.04914774379907742,0.1,0.1,0.1,16.136477,0.20061214,1.93267822265625,0.18814752,0.1888005,0.18912724,0.18761234,0.18637185,0.16496967,0.1927158,0.19198866,0.19230558,0.19103532,0.18947959,0.18679877,0.19453861,0.1936365,0.19380665,0.19284686,0.19182007,0.19035052,0.19637989,0.19521694,0.19526808,0.19455987,0.19414753,0.19347987,0.19843796,0.19747995,0.19746147,0.19681698,0.19688739,0.19657378,0.20023784,0.19998387,0.19989915,0.19934545,0.19958924,0.19857007
image1453,79.47370910644531,132.62973022460938,30.4471435546875,26.332427978515625,0.10286104679107666,0.11893415451049805,0.11118841678898725,0.1,0.1,0.1,21.326244,0.50271726,1.0139844417572021,0.46101862,0.44626576,0.44105923,0.43458694,0.42342865,0.3289465,0.47497472,0.4633883,0.45319575,0.44433123,0.43344983,0.34972522,0.4826822,0.4727739,0.46151632,0.4523075,0.44121194,0.42897174,0.49066973,0.48261312,0.47129628,0.46036586,0.44950005,0.43944287,0.4969121,0.49066672,0.48020104,0.46957263,0.45954585,0.4486752,0.49533275,0.49717438,0.48853353,0.4821995,0.4095772,0.34576535
image1454,126.66644287109375,132.8158721923828,12.911468505859375,16.17364501953125,0.06317830085754395,0.050435423851013184,0.05716305484435592,0.1,0.1,0.1,23.307846,0.3525229,1.7743268013000488,0.33782965,0.33872977,0.34024808,0.3387531,0.33802158,0.32003215,0.34275967,0.34165886,0.34197167,0.34061798,0.34006098,0.339618,0.34549817,0.34427363,0.34458962,0.34376532,0.34343457,0.34449047,0.34723252,0.34569946,0.34596646,0.3454207,0.34573585,0.34765258,0.34828472,0.34699398,0.34728885,0.3468095,0.3476699,0.34984422,0.34960553,0.34916276,0.34970972,0.34952885,0.35023168,0.35116777
