Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,Target
image1779,201.02462768554688,132.25637817382812,45.74615478515625,39.141693115234375,6.540340481601753,5.5960987585139526,6.013315186597269,0.1,0.1,0.1,0.7614308595657349
image425,39.45677947998047,127.60195922851562,78.91355895996094,104.7799072265625,2.443216517136809,3.244055943920727,2.7600232977281367,0.1,0.1,0.1,0.24426664412021637
image1460,78.5232162475586,131.32684326171875,35.08088684082031,39.26134490966797,6.520408319913689,7.297420990569628,6.876204861387257,0.1,0.1,0.1,0.6572001576423645
image939,48.99409103393555,132.75946044921875,39.82335662841797,36.33666229248047,7.045226056796548,6.428388304599072,6.715653369909082,0.1,0.1,0.1,0.8400640487670898
image1305,130.98965454101562,132.76145935058594,13.736541748046875,11.896697998046875,21.51857599831722,18.63642281263399,19.92281236180307,0.1,0.1,0.1,2.3661534786224365
image1647,147.34841918945312,132.33978271484375,37.28875732421875,32.97002410888672,7.764628838442309,6.865340074868358,7.273616815767967,0.1,0.1,0.1,0.9222535490989685
image102,129.40786743164062,132.73736572265625,10.95263671875,9.748786926269531,26.25967742819064,23.373367215014934,24.69088431005016,0.1,0.1,0.1,2.5834779739379883
image702,121.91731262207031,132.79359436035156,18.171905517578125,15.977569580078125,16.022461909300493,14.08768055459924,14.962052942309578,0.1,0.1,0.1,1.7720247507095337
image740,127.74334716796875,132.64093017578125,11.741485595703125,8.4010009765625,30.472559247903984,21.803033177819074,25.076398262867155,0.1,0.1,0.1,2.7666828632354736
image1621,127.92320251464844,132.78150939941406,11.84088134765625,9.8450927734375,26.00280219712093,21.620012267978,23.510376574502978,0.1,0.1,0.1,2.52600359916687
image881,128.45098876953125,132.75802612304688,15.14886474609375,11.939704895019531,21.441065943496355,16.89895607959742,18.769704168734194,0.1,0.1,0.1,2.0773494243621826
image1056,124.92240905761719,132.851806640625,21.243438720703125,18.204925537109375,14.062128377189087,12.0507796955919,12.940661085902397,0.1,0.1,0.1,1.451250672340393
image237,126.4795150756836,132.73963928222656,11.263137817382812,8.161529541015625,31.366669533385434,22.72901247864568,26.028518625807315,0.1,0.1,0.1,2.888420581817627
image1914,165.43173217773438,132.68896484375,41.25140380859375,35.886627197265625,7.133576487776089,6.205849410309486,6.621457969223099,0.1,0.1,0.1,0.8597427010536194
image468,112.61150360107422,132.70730590820312,21.158935546875,17.91321563720703,14.291124786566499,12.098907311894955,13.058982396743472,0.1,0.1,0.1,1.6594417095184326
image1089,5.422407150268555,131.74661254882812,10.827415466308594,41.12432861328125,6.225025638894537,23.643684940010754,8.513389650675867,0.1,0.1,0.1,0.6464331150054932
image328,139.8686981201172,132.16429138183594,11.650665283203125,11.4046630859375,22.446958587988483,21.97299414043571,22.206183687172643,0.1,0.1,0.1,2.753650426864624
image1830,130.00257873535156,133.3866729736328,36.039154052734375,31.082275390625,8.236205257907676,7.103385379840143,7.607250507947614,0.1,0.1,0.1,0.8382730484008789
image1128,58.35533905029297,132.60147094726562,49.09649658203125,41.25323486328125,6.205573959191765,5.214221335982108,5.645635211589719,0.1,0.1,0.1,0.6016892194747925
image1909,128.53475952148438,132.73892211914062,8.850273132324219,9.575836181640625,26.73395776034878,28.92566095672241,27.765140974670086,0.1,0.1,0.1,2.7716262340545654
image1572,151.89810180664062,132.27960205078125,21.7508544921875,18.6434326171875,13.731376901268277,11.769652548222895,12.637721067992516,0.1,0.1,0.1,1.6229431629180908
image1234,143.3201904296875,132.48956298828125,19.061553955078125,17.275604248046875,14.818584422535759,13.430174717303144,14.073271919212017,0.1,0.1,0.1,1.7963347434997559
image568,82.96450805664062,131.07382202148438,45.881404876708984,49.24236297607422,5.198775698972544,5.579602470497903,5.379104762387567,0.1,0.1,0.1,0.5009874701499939
image537,126.89967346191406,133.6230010986328,37.797515869140625,44.949005126953125,5.695342962029046,6.772931874314217,6.1645908420540065,0.1,0.1,0.1,0.5937442779541016
image1699,140.08975219726562,132.40423583984375,18.161468505859375,15.170967102050781,16.874336242242226,14.09577644656915,15.298964705099165,0.1,0.1,0.1,1.9383445978164673
image1335,77.93524169921875,132.78411865234375,44.24565124511719,44.40160369873047,5.765557517629021,5.785879353018934,5.775691622020188,0.1,0.1,0.1,0.6644413471221924
image1192,232.50621032714844,131.52630615234375,40.948333740234375,38.130615234375,6.713765262544579,6.251780637131604,6.470436106206373,0.1,0.1,0.1,0.6695699095726013
image220,129.03778076171875,132.7662811279297,17.91533660888672,16.1121826171875,15.88859846504686,14.289432880262703,15.025563452039238,0.1,0.1,0.1,1.6297338008880615
image846,147.7857208251953,132.92904663085938,46.447265625,45.07684326171875,5.6791909432000205,5.511626929061015,5.593527436425523,0.1,0.1,0.1,0.6386505365371704
image1726,126.97868347167969,132.9310302734375,15.735595703125,14.041717529296875,18.23138796702592,16.268847066854917,17.166546021094238,0.1,0.1,0.1,1.776949167251587
image1623,119.0796890258789,133.25408935546875,32.13728332519531,27.17780303955078,9.419451588027675,7.965825779657565,8.601852475408315,0.1,0.1,0.1,1.031542420387268
image447,26.257080078125,132.58206176757812,49.88043212890625,40.165496826171875,6.373629613195527,5.132273099367262,5.653180982441181,0.1,0.1,0.1,0.7661320567131042
image1411,126.44744873046875,132.7750701904297,12.94036865234375,9.87200927734375,25.931904317342944,19.783053085866566,22.243648629378498,0.1,0.1,0.1,2.2610440254211426
image15,143.48085021972656,132.43344116210938,29.26348876953125,26.79302978515625,9.554723823799424,8.748102525169308,9.124781964320144,0.1,0.1,0.1,1.1451005935668945
image1422,127.47406005859375,132.57833862304688,10.82342529296875,8.08612060546875,31.659186461659232,23.652401441372348,26.79696431440031,0.1,0.1,0.1,2.7175679206848145
image1424,127.08901977539062,132.76768493652344,12.069122314453125,11.881317138671875,21.546432690257802,21.21115300102913,21.37682111764953,0.1,0.1,0.1,2.062852382659912
image1369,126.93107604980469,132.9197235107422,10.353302001953125,9.6470947265625,26.53648660618254,24.72641095098996,25.583548735209533,0.1,0.1,0.1,2.408277750015259
image1463,40.63572692871094,130.3957977294922,76.51495361328125,83.45114135742188,3.067663255839127,3.345751227843184,3.197673649255621,0.1,0.1,0.1,0.3370618224143982
image1454,126.66644287109375,132.8158721923828,12.911468505859375,16.17364501953125,15.828219284574077,19.8273341164736,17.49381663948522,0.1,0.1,0.1,1.7743268013000488
image895,107.59103393554688,132.76695251464844,19.10882568359375,16.21881103515625,15.784140985741113,13.396950929318159,14.444649784563172,0.1,0.1,0.1,1.9031108617782593
image1027,116.38909912109375,132.8046112060547,19.077911376953125,16.25006103515625,15.75378698247077,13.418659670956337,14.4465570885671,0.1,0.1,0.1,1.7498624324798584
image1945,115.83430480957031,132.8238067626953,14.13702392578125,12.29620361328125,20.81943403437886,18.108478937574745,19.32276156042652,0.1,0.1,0.1,2.562056064605713
image915,41.9169807434082,132.36785888671875,23.871482849121094,18.897216796875,13.546968463754634,10.724092911112368,11.891214795855278,0.1,0.1,0.1,1.3192342519760132
image862,130.2143096923828,132.9207763671875,27.560272216796875,22.31861114501953,11.470247782740156,9.288732636101408,10.208650377387565,0.1,0.1,0.1,1.1416447162628174
image1767,101.47547912597656,132.74014282226562,20.82000732421875,17.667877197265625,14.489573203487057,12.295865030854698,13.258496236848693,0.1,0.1,0.1,1.7850812673568726
image1434,125.15908813476562,133.09376525878906,23.839111328125,18.955322265625,13.505441712497262,10.738655333094373,11.887015916335752,0.1,0.1,0.1,1.3365528583526611
image1999,129.64511108398438,132.77438354492188,16.72541046142578,14.030975341796875,18.245346012219233,15.306051865837254,16.583434145063645,0.1,0.1,0.1,1.9433763027191162
image1345,130.09532165527344,132.856689453125,11.885162353515625,9.968818664550781,25.680073899863235,21.539461757901467,23.338668759543236,0.1,0.1,0.1,2.701043128967285
image81,109.42138671875,132.4674072265625,17.021942138671875,14.91973876953125,17.158477367096893,15.039411949262696,15.994610238314955,0.1,0.1,0.1,2.0623373985290527
image692,135.0560760498047,133.1738739013672,38.0545654296875,34.879302978515625,7.339596211474944,6.727182326467635,7.013414721814226,0.1,0.1,0.1,0.7932442426681519
image1568,48.107322692871094,132.10443115234375,46.04228210449219,43.39905548095703,5.898745886585703,5.560106673666008,5.721924342233492,0.1,0.1,0.1,0.6913996338844299
image0,126.918212890625,221.79574584960938,24.2763671875,32.28070068359375,7.9304350456713815,10.545235126111267,8.963479828777881,0.1,0.1,0.1,1.0107051134109497
image824,137.97984313964844,132.96365356445312,30.071746826171875,26.14422607421875,9.791836991971463,8.512974037717008,9.085584905706781,0.1,0.1,0.1,1.0990865230560303
image599,127.07660675048828,132.73095703125,20.029953002929688,18.0521240234375,14.181156725249014,12.780858745028313,13.42654901846956,0.1,0.1,0.1,1.372043490409851
image1829,132.58314514160156,132.6951141357422,22.738372802734375,24.238494873046875,10.561711910778385,11.25850131057817,10.893428489040053,0.1,0.1,0.1,1.1668118238449097
image1259,70.86463165283203,132.80258178710938,20.056869506835938,16.45953369140625,15.553296028894254,12.76370671468686,13.953551505211825,0.1,0.1,0.1,1.711565613746643
image605,166.22886657714844,132.72073364257812,25.009124755859375,20.15283203125,12.702929275797738,10.236263863653281,11.271994762787633,0.1,0.1,0.1,1.4942666292190552
image1221,94.54239654541016,131.97268676757812,41.25286865234375,48.25873565673828,5.304739059492023,6.205629047459117,5.70248918309455,0.1,0.1,0.1,0.580848753452301
image1202,55.69114685058594,132.7379913330078,52.026641845703125,44.736083984375,5.722449915138153,4.920555909782268,5.27633845908558,0.1,0.1,0.1,0.5305488109588623
image1636,144.35336303710938,132.68060302734375,27.06768798828125,24.177886962890625,10.588187478621313,9.457771203467146,9.975258631775942,0.1,0.1,0.1,1.263869047164917
image1853,190.87158203125,132.67236328125,19.9859619140625,16.41131591796875,15.598992870505015,12.808990685600856,13.999630825763928,0.1,0.1,0.1,1.4286787509918213
image1961,126.9830322265625,132.7621307373047,10.113739013671875,11.78125,21.72944297082228,25.312102641163282,23.31682193940462,0.1,0.1,0.1,2.2750234603881836
image1173,124.01165771484375,132.779296875,15.819061279296875,14.247314453125,17.968298576006305,16.18300830119666,17.00576904008185,0.1,0.1,0.1,1.8577795028686523
image933,129.1089630126953,132.81109619140625,25.8367919921875,22.086639404296875,11.590717596910471,9.908350853984079,10.651147542624415,0.1,0.1,0.1,1.1533136367797852
image1333,123.32655334472656,132.74932861328125,22.593658447265625,18.07408905029297,14.163922689970946,11.330612994682237,12.512795151811016,0.1,0.1,0.1,1.4322227239608765
image1766,139.5457000732422,132.74041748046875,29.137359619140625,24.287506103515625,10.54039879223927,8.785971115647385,9.544306635520513,0.1,0.1,0.1,1.1560611724853516
image336,88.39834594726562,132.86569213867188,12.609619140625,10.015998840332031,25.559108390583,20.30196131580476,22.481985979679806,0.1,0.1,0.1,2.6846625804901123
image1626,147.02081298828125,132.63101196289062,13.73480224609375,12.391532897949219,20.6592680750876,18.638783100994974,19.571233990907878,0.1,0.1,0.1,2.5625159740448
image1478,142.06924438476562,132.7558135986328,21.972412109375,19.984405517578125,12.809988256834782,11.650973899709998,12.189347430425311,0.1,0.1,0.1,1.4174391031265259
image190,122.64166259765625,132.72039794921875,11.936065673828125,10.080818176269531,25.394764147480576,21.447603171397088,23.172756231081014,0.1,0.1,0.1,2.6797430515289307
image928,127.40615844726562,133.22242736816406,27.163482666015625,31.48052978515625,8.132010539438555,9.424417448513807,8.70708372595742,0.1,0.1,0.1,0.853560745716095
image650,174.7314910888672,133.96817016601562,149.62374877929688,153.24957275390625,1.6704777403268467,1.710958334412633,1.6903546100826448,0.1,0.1,0.1,0.1647428423166275
image1101,194.80133056640625,132.4810791015625,21.445648193359375,17.57476043701172,14.566343644768812,11.93715376153891,13.057248109797369,0.1,0.1,0.1,1.593226432800293
image1189,128.1294708251953,132.63470458984375,10.71685791015625,8.165679931640625,31.350726717568662,23.88759859896916,26.8708565389781,0.1,0.1,0.1,2.9368934631347656
image414,110.75706481933594,132.64706420898438,47.474029541015625,53.95075225830078,4.745068220260307,5.39242197207689,5.0378148643196115,0.1,0.1,0.1,0.5257890224456787
image1852,78.91639709472656,132.10707092285156,49.75808334350586,49.87359619140625,5.132976555721312,5.14489270482344,5.138924268603935,0.1,0.1,0.1,0.575425922870636
image420,103.30192565917969,132.60202026367188,28.938385009765625,26.3348388671875,9.72096321876376,8.84638171458461,9.252815689447612,0.1,0.1,0.1,1.1249092817306519
image505,161.69268798828125,132.87765502929688,13.109100341796875,12.316314697265625,20.78543836305475,19.528418680553777,20.127548989413455,0.1,0.1,0.1,2.0079686641693115
image1311,117.22185516357422,132.79415893554688,31.725906372070312,28.34905242919922,9.03028419166218,8.069115409902611,8.509253341986334,0.1,0.1,0.1,1.0567630529403687
image1608,153.47898864746094,132.60894775390625,16.817657470703125,15.651611328125,16.356143443198302,15.222096207272616,15.758598097430795,0.1,0.1,0.1,1.727195143699646
image901,143.93072509765625,132.7674560546875,13.827728271484375,12.254180908203125,20.890829172321908,18.513525502806182,19.594836269773204,0.1,0.1,0.1,2.5029537677764893
image438,159.41714477539062,132.75352478027344,11.06671142578125,10.060760498046875,25.44539252770186,23.132436561381446,24.206427792144403,0.1,0.1,0.1,2.7456765174865723
image1358,183.10952758789062,132.40545654296875,35.76519775390625,29.41484832763672,8.703087540977569,7.157796295759049,7.81814675774289,0.1,0.1,0.1,1.0289489030838013
image1717,146.49789428710938,132.40841674804688,17.08319091796875,15.057929992675781,17.0010087790632,14.98549078033949,15.898219062013569,0.1,0.1,0.1,2.0378799438476562
image1049,130.60983276367188,132.71331787109375,11.075492858886719,9.823982238769531,26.05867903442631,23.11409553161253,24.454416602072317,0.1,0.1,0.1,2.9176886081695557
image1038,128.95518493652344,132.85818481445312,16.139373779296875,14.06591796875,18.200020828270905,15.861829802119674,16.910875362906058,0.1,0.1,0.1,1.885164499282837
image660,126.08755493164062,132.25111389160156,12.11920166015625,9.361236572265625,27.346814496542777,21.12350360846289,23.64157020838635,0.1,0.1,0.1,2.7067761421203613
image1341,168.76663208007812,132.41444396972656,36.656494140625,31.4088134765625,8.150578505330333,6.9837557028206065,7.499930417280964,0.1,0.1,0.1,0.9346789121627808
image1822,115.37930297851562,132.31497192382812,11.067779541015625,11.115669250488281,23.03055211801616,23.130204125524926,23.080216775373543,0.1,0.1,0.1,2.776664972305298
image1280,132.46072387695312,132.8106689453125,24.891510009765625,19.890411376953125,12.870523145470251,10.28463118145762,11.362549623081913,0.1,0.1,0.1,1.2934956550598145
image1430,121.96925354003906,132.5673370361328,18.063720703125,14.6722412109375,17.44791380673073,14.172052602413872,15.557026592036419,0.1,0.1,0.1,1.8074432611465454
image1708,130.3171844482422,132.96621704101562,22.209869384765625,21.76366424560547,11.762725114255137,11.526407272597362,11.64276784063534,0.1,0.1,0.1,1.21958589553833
image1068,142.48666381835938,132.63064575195312,27.102783203125,24.15251922607422,10.59930840355698,9.445524398043473,9.972703412425112,0.1,0.1,0.1,1.2503995895385742
image1334,157.58590698242188,132.75738525390625,32.9404296875,28.163055419921875,9.089922814941154,7.7716047552696335,8.353733629051222,0.1,0.1,0.1,1.0895259380340576
image815,92.35498809814453,132.66641235351562,42.51750183105469,37.72650146484375,6.7856808890312585,6.021049896516219,6.369196942638336,0.1,0.1,0.1,0.8088816404342651
image1908,71.97613525390625,131.54977416992188,73.56475830078125,71.61168670654297,3.5748355020467626,3.47992715415856,3.526423821369605,0.1,0.1,0.1,0.4039711356163025
image1509,153.68447875976562,132.66566467285156,20.89208984375,17.712860107421875,14.452776030943376,12.2534414658658,13.217802120419762,0.1,0.1,0.1,1.7542551755905151
image1593,168.26254272460938,131.1238250732422,128.9385986328125,134.17825317382812,1.9079097688680715,1.9854411534984118,1.9455177710031222,0.1,0.1,0.1,0.19019712507724762
image715,234.7758331298828,132.44183349609375,38.91705322265625,29.38318634033203,8.712465592902992,6.578093118596273,7.424331889253692,0.1,0.1,0.1,1.0163525342941284
image409,121.43778991699219,132.7438507080078,12.870346069335938,10.144287109375,25.235878799547542,19.890685038371206,22.0922764615192,0.1,0.1,0.1,2.575076103210449
image1679,132.48751831054688,133.0723876953125,38.32164764404297,32.29443359375,7.9270627012806365,6.68029731857823,7.224206927838956,0.1,0.1,0.1,0.8310497999191284
image1993,245.18148803710938,131.37313842773438,18.3516845703125,33.34581756591797,7.677124709686291,13.949673067840918,9.51177469906906,0.1,0.1,0.1,0.7772272229194641
image383,65.86433410644531,132.6967315673828,31.7762451171875,26.35955810546875,9.711847178002895,8.056332617522886,8.768984834390368,0.1,0.1,0.1,1.0072110891342163
image151,123.83052062988281,132.7567901611328,20.27288818359375,19.917236328125,12.853188855248158,12.627702460627846,12.738949189728725,0.1,0.1,0.1,1.3122364282608032
image304,150.60784912109375,132.84507751464844,16.75506591796875,14.270721435546875,17.938826789956867,15.278961076808189,16.4497497557569,0.1,0.1,0.1,2.1197354793548584
image1248,41.26318359375,132.1352996826172,82.5263671875,81.419921875,3.1441936335068488,3.1020388843527753,3.1229028932338534,0.1,0.1,0.1,0.35848575830459595
image807,148.44564819335938,132.7194366455078,19.262603759765625,16.134002685546875,15.867110288095423,13.289999794042114,14.408491460875158,0.1,0.1,0.1,1.8249647617340088
image1763,104.24966430664062,132.49945068359375,10.941253662109375,10.829315185546875,23.6395372757887,23.397684388449278,23.51767818907062,0.1,0.1,0.1,2.1345272064208984
image347,125.89755249023438,132.62689208984375,9.97821044921875,11.800872802734375,21.693310679586542,25.655903060257028,23.426899417073887,0.1,0.1,0.1,2.306542158126831
image394,126.85826110839844,132.86575317382812,10.245697021484375,9.71832275390625,26.34199403360025,24.986098989965182,25.637194207653714,0.1,0.1,0.1,2.448007345199585
image1787,98.39163208007812,132.2412567138672,36.506988525390625,40.889251708984375,6.260814011026533,7.0123559992342805,6.604729668595971,0.1,0.1,0.1,0.7130172848701477
image1800,141.5297088623047,132.41500854492188,31.155609130859375,29.146087646484375,8.783340086842802,8.21681896588034,8.48592943293576,0.1,0.1,0.1,1.0597078800201416
image921,127.27719116210938,132.7742919921875,12.973052978515625,9.897697448730469,25.86460147181362,19.73321163676397,22.186986259063552,0.1,0.1,0.1,2.407911539077759
image1629,140.56927490234375,132.61355590820312,13.19732666015625,12.303985595703125,20.806266230464537,19.39786796161406,20.065090169523337,0.1,0.1,0.1,2.5483503341674805
image852,117.9530258178711,132.85302734375,21.992477416992188,22.3665771484375,11.445649385734635,11.64034388423221,11.541765226785014,0.1,0.1,0.1,1.2835601568222046
image1727,129.99282836914062,132.74290466308594,14.253936767578125,11.779937744140625,21.73186357689667,17.95995058588272,19.578479639710274,0.1,0.1,0.1,2.242696762084961
image1155,140.53948974609375,132.02508544921875,81.26067352294922,92.30319213867188,2.7734685450032748,3.1503553798099126,2.9439705081747745,0.1,0.1,0.1,0.2819962203502655
image269,124.80378723144531,132.72146606445312,13.8070068359375,10.3160400390625,24.815723769066018,18.541310440556288,21.005700700042357,0.1,0.1,0.1,2.3760077953338623
image1780,176.28273010253906,132.76712036132812,11.440185546875,10.107429504394531,25.327903587029297,22.37725943788813,23.71600934566449,0.1,0.1,0.1,2.5408432483673096
image228,116.40290832519531,132.52975463867188,18.977249145507812,18.68085479736328,13.70386969851793,13.48983712218369,13.595590021856331,0.1,0.1,0.1,1.5284755229949951
image1258,201.78097534179688,132.3500213623047,68.47283935546875,57.056854248046875,4.486752790244534,3.738708696903978,4.061953554499758,0.1,0.1,0.1,0.46103066205978394
image1199,59.779754638671875,132.3816680908203,60.65379333496094,51.595947265625,4.961630003264927,4.220675837803556,4.546479636968632,0.1,0.1,0.1,0.5864103436470032
image1394,132.1517333984375,132.7681121826172,17.84490966796875,15.795013427734375,16.207646873569036,14.345827732572657,15.191831641094513,0.1,0.1,0.1,1.8490790128707886
image1760,225.51455688476562,132.84222412109375,38.80377197265625,30.113983154296875,8.501034176990702,6.5972967829105595,7.370783897978155,0.1,0.1,0.1,0.9899810552597046
image348,108.27732849121094,132.65811157226562,15.04998779296875,13.7977294921875,18.553777282338473,17.00998057417704,17.731672780282434,0.1,0.1,0.1,2.0374298095703125
image1764,132.80416870117188,133.78492736816406,66.18072509765625,73.30987548828125,3.4920261191948443,3.8681957567289644,3.6657137740997654,0.1,0.1,0.1,0.36279240250587463
image628,127.06228637695312,132.76414489746094,16.07073974609375,18.241607666015625,14.033850781525778,15.9295716342009,14.891966974223436,0.1,0.1,0.1,1.4129184484481812
image1260,160.819091796875,132.7220458984375,21.52227783203125,17.8431396484375,14.347250822666602,11.894651764926081,12.949904221623857,0.1,0.1,0.1,1.6831226348876953
image1924,168.5537109375,132.72640991210938,25.069854736328125,22.0147705078125,11.628556378053176,10.211467225976246,10.85121976817544,0.1,0.1,0.1,1.3971818685531616
image601,146.03521728515625,132.69320678710938,27.959716796875,24.23894500732422,10.561515772350866,9.15602979314199,9.7838562863359,0.1,0.1,0.1,1.2394849061965942
image1330,127.14625549316406,132.6779327392578,16.000244140625,19.797760009765625,12.930755796298323,15.999755863100233,14.222670924236192,0.1,0.1,0.1,1.3174920082092285
image874,117.93640899658203,132.78236389160156,12.332046508789062,10.27264404296875,24.920555888941042,20.75892268307199,22.556747677564566,0.1,0.1,0.1,2.7767205238342285
image148,122.67982482910156,132.65982055664062,13.15350341796875,11.918914794921875,21.47846548152776,19.462495417782254,20.39613440594926,0.1,0.1,0.1,2.244476795196533
image1654,126.89945983886719,132.89474487304688,10.05902099609375,9.64056396484375,26.554463092984534,25.4497927879277,25.984533581393688,0.1,0.1,0.1,2.4140384197235107
image1889,144.18316650390625,133.10739135742188,75.38751983642578,65.93865966796875,3.8823961737935964,3.3957875329426317,3.6147548031605683,0.1,0.1,0.1,0.4242247939109802
image697,76.09046936035156,132.45616149902344,17.986572265625,15.0382080078125,17.023304895570366,14.232839710613115,15.44209165223375,0.1,0.1,0.1,1.6881992816925049
image17,123.72222900390625,132.8843994140625,16.5389404296875,14.140167236328125,18.10445348498419,15.478621565168615,16.63810037831862,0.1,0.1,0.1,1.9667476415634155
image327,75.87557983398438,132.4426727294922,18.032684326171875,15.162384033203125,16.883888406955144,14.196444376750522,15.366639296615165,0.1,0.1,0.1,1.9213424921035767
image958,234.45040893554688,132.24488830566406,31.667999267578125,23.275360107421875,10.998755714991864,8.083870339800539,9.211838301035023,0.1,0.1,0.1,1.2018975019454956
image1150,126.97271728515625,132.58248901367188,7.873260498046875,7.70257568359375,33.235635781583056,32.51511874445232,32.86945594193662,0.1,0.1,0.1,2.8937950134277344
image884,138.47979736328125,132.77462768554688,21.0145263671875,17.92253875732422,14.283690690605042,12.182049479817138,13.108159937692264,0.1,0.1,0.1,1.6268153190612793
image1303,146.07208251953125,132.59207153320312,20.042327880859375,17.50104522705078,14.627697756263686,12.772967367951434,13.606424344322072,0.1,0.1,0.1,1.7588043212890625
image1435,37.896873474121094,132.53623962402344,70.67864990234375,56.8692626953125,4.501552998349336,3.622027307450179,3.99085552820405,0.1,0.1,0.1,0.5170880556106567
image723,133.50640869140625,132.729248046875,15.134773254394531,12.117706298828125,21.126110312209594,16.91469014414655,18.673198057405006,0.1,0.1,0.1,2.3104121685028076
image1704,127.34779357910156,132.65904235839844,13.015533447265625,10.05108642578125,25.469883468851144,19.66880581861836,22.015511202224353,0.1,0.1,0.1,2.372835159301758
image316,127.50008392333984,132.85687255859375,19.052963256835938,16.05956268310547,15.940658226597288,13.436230183677637,14.52898927861756,0.1,0.1,0.1,1.4880131483078003
image617,150.89926147460938,133.0540008544922,53.87566375732422,47.44146728515625,5.396123152373466,4.751681596965896,5.043280162289851,0.1,0.1,0.1,0.6144468784332275
image1134,128.18130493164062,133.29144287109375,35.71306610107422,39.19318389892578,6.5317479860832774,7.168244789609362,6.827845704391956,0.1,0.1,0.1,0.6696314811706543
image1995,184.46051025390625,132.25692749023438,12.89764404296875,10.884857177734375,23.518912174949183,19.848586233821546,21.451743882593494,0.1,0.1,0.1,2.3400821685791016
image1799,55.44395446777344,120.8473892211914,110.88790893554688,188.6965789794922,1.356675364145433,2.3086376364874814,1.654153277493324,0.1,0.1,0.1,0.1207987517118454
image391,161.12948608398438,132.67127990722656,57.13641357421875,50.252777099609375,5.094245826306581,4.480505232752534,4.757940487441425,0.1,0.1,0.1,0.5750675797462463
image1404,147.20223999023438,133.15399169921875,104.67913818359375,94.51958465576172,2.7084333996213212,2.445568471828732,2.5669611639715906,0.1,0.1,0.1,0.28204259276390076
image162,78.89361572265625,132.6634521484375,27.82562255859375,23.93401336669922,10.69607491555042,9.200153544127485,9.864036706510733,0.1,0.1,0.1,1.3143258094787598
image1324,240.62936401367188,131.11106872558594,27.2608642578125,46.22943115234375,5.537597881236772,9.390751429556557,6.7458234105747525,0.1,0.1,0.1,0.6224806904792786
image794,126.49974822998047,132.5532989501953,13.057693481445312,11.341278076171875,22.57241188167833,19.605300152264274,20.932758722607293,0.1,0.1,0.1,2.189500331878662
image766,126.56332397460938,132.78726196289062,14.908233642578125,13.986572265625,18.303269388538812,17.17171907400622,17.710440378890322,0.1,0.1,0.1,1.752504587173462
image1769,170.43374633789062,132.5033721923828,33.00872802734375,28.847442626953125,8.874270184380597,7.755524532418664,8.258599339846883,0.1,0.1,0.1,1.0583453178405762
image689,129.79257202148438,132.8868408203125,22.66539764404297,20.02618408203125,12.783264098211266,11.294749998232799,11.970144969751432,0.1,0.1,0.1,1.3080132007598877
image1208,130.45974731445312,133.16714477539062,26.97380828857422,25.37792205810547,10.087508323725663,9.490688050468519,9.775460509924484,0.1,0.1,0.1,1.054092526435852
image1739,138.37869262695312,132.7119140625,19.32861328125,17.73876953125,14.431666162019324,13.244612858405961,13.799995321267728,0.1,0.1,0.1,1.66754949092865
image104,126.47948455810547,132.70779418945312,11.202774047851562,8.25262451171875,31.020434727943734,22.851482936861963,26.019165363827238,0.1,0.1,0.1,2.8920044898986816
image240,121.15345001220703,132.84384155273438,11.608627319335938,10.018547058105469,25.552607430523985,22.05256426602592,23.610193346015482,0.1,0.1,0.1,2.8815996646881104
image1319,87.6068344116211,132.716064453125,18.629119873046875,16.18511199951172,15.817005159292265,13.741926711759897,14.670523749778402,0.1,0.1,0.1,1.5841032266616821
image1838,118.87642669677734,132.5894317626953,15.906173706054688,13.455963134765625,19.02502239609911,16.09437975033264,17.37702495152989,0.1,0.1,0.1,2.1366147994995117
image517,238.6269073486328,131.84475708007812,31.06536865234375,39.79645538330078,6.432733707922682,8.240687656564663,7.171100463375844,0.1,0.1,0.1,0.7747390866279602
image1097,11.543588638305664,132.2158660888672,22.73300552368164,27.377960205078125,9.350587044556978,11.26115945088375,10.173711442703656,0.1,0.1,0.1,1.0165504217147827
image127,218.3492431640625,132.17532348632812,66.2484130859375,52.64521026611328,4.862740574231923,3.8642435052431607,4.2784574660501855,0.1,0.1,0.1,0.5603700876235962
image611,134.37680053710938,132.46987915039062,17.026702880859375,15.046089172363281,17.014388062395767,15.035206862497335,15.933334442496175,0.1,0.1,0.1,1.8673059940338135
image1907,107.67732238769531,132.72817993164062,23.2335205078125,20.07353973388672,12.753106995266961,11.018562594244703,11.791205164980378,0.1,0.1,0.1,1.5577154159545898
image427,132.57879638671875,132.8217315673828,18.72582244873047,16.159454345703125,15.842119079229406,13.670961620025171,14.63712450393158,0.1,0.1,0.1,1.7415995597839355
image734,124.83882141113281,132.8396453857422,11.8438720703125,11.757720947265625,21.772927010955755,21.61455295027055,21.693306408275486,0.1,0.1,0.1,2.2775752544403076
image36,122.50514221191406,132.77706909179688,12.588165283203125,10.18389892578125,25.13772002900757,20.336561702251455,22.359413081355324,0.1,0.1,0.1,2.5887157917022705
image278,127.47236633300781,132.718505859375,8.853668212890625,7.938232421875,32.24899277256651,28.91456894976854,30.445680817379905,0.1,0.1,0.1,2.8254506587982178
