Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,midas_max,midas_max_relative,Target
image1361,131.818603515625,132.7380828857422,13.671745300292969,10.353607177734375,0.0404437780380249,0.05340525507926941,0.04736992955489197,0.1,0.1,0.1,12.931518,0.22328834,2.52588152885437
image1363,37.98237609863281,131.250244140625,45.978797912597656,46.79499053955078,0.18279293179512024,0.1796046793460846,0.18120581772844013,0.1,0.1,0.1,31.7258,1.0,0.5604292750358582
image1364,126.92292785644531,132.9270477294922,10.48516845703125,9.7000732421875,0.03789091110229492,0.04095768928527832,0.03945410913803161,0.1,0.1,0.1,9.952939,0.1527297,2.391575336456299
image1365,125.51536560058594,132.34347534179688,10.955352783203125,9.087104797363281,0.03549650311470032,0.04279434680938721,0.03931512337646951,0.1,0.1,0.1,9.905871,0.14591561,2.769115924835205
image1366,123.8514404296875,132.4043426513672,11.56671142578125,9.05694580078125,0.03537869453430176,0.04518246650695801,0.04057774825322257,0.1,0.1,0.1,12.470507,0.17401908,2.9021780490875244
image1368,124.648681640625,133.22998046875,28.52508544921875,27.25566864013672,0.10646745562553406,0.11142611503601074,0.1089749930474725,0.1,0.1,0.1,25.079536,0.32280466,0.9589603543281555
image1369,126.93107604980469,132.9197235107422,10.353302001953125,9.6470947265625,0.037683963775634766,0.040442585945129395,0.03908761877994444,0.1,0.1,0.1,10.400915,0.162954,2.408277750015259
image137,104.56539916992188,132.7318878173828,22.9783935546875,19.971923828125,0.07801532745361328,0.08975934982299805,0.08409260430722146,0.1,0.1,0.1,28.679066,0.43486518,1.488091230392456
image1370,134.84384155273438,132.75860595703125,13.59429931640625,12.12347412109375,0.04735732078552246,0.053102731704711914,0.05031210563316493,0.1,0.1,0.1,13.564731,0.19209525,2.5114622116088867
image1371,127.72308349609375,132.72479248046875,12.404815673828125,10.0736083984375,0.039350032806396484,0.04845631122589111,0.04413864055158983,0.1,0.1,0.1,9.037022,0.13887416,2.451620578765869
image1372,128.4495391845703,132.64593505859375,21.10711669921875,28.176727294921875,0.11006534099578857,0.08244967460632324,0.09724280984013112,0.1,0.1,0.1,35.16023,0.6272462,1.0281651020050049
image1373,134.97906494140625,132.9569091796875,17.47344207763672,14.109626770019531,0.055115729570388794,0.06825563311576843,0.062034567372194246,0.1,0.1,0.1,15.489573,0.25481075,1.9740791320800781
image1376,140.15142822265625,132.52853393554688,17.8643798828125,14.834953308105469,0.05794903635978699,0.06978273391723633,0.06413938247282912,0.1,0.1,0.1,21.818823,0.34000596,1.951978087425232
image1377,134.2132110595703,132.7137451171875,14.82537841796875,13.826995849609375,0.05401170253753662,0.05791163444519043,0.05599563114706676,0.1,0.1,0.1,15.086339,0.23973878,2.202017307281494
image138,134.32565307617188,133.15158081054688,43.51171112060547,47.164031982421875,0.18423449993133545,0.1699676215648651,0.17724466613323858,0.1,0.1,0.1,35.27917,0.585992,0.5935415625572205
image1381,126.36756896972656,132.69503784179688,8.7703857421875,7.70281982421875,0.030089139938354492,0.03425931930541992,0.032241722205091625,0.1,0.1,0.1,10.809858,0.17345938,2.819788932800293
image1382,121.85198211669922,132.8162384033203,13.852523803710938,11.85455322265625,0.04630684852600098,0.05411142110824585,0.05036055060642166,0.1,0.1,0.1,17.629522,0.2373206,2.389416456222534
image1383,181.96231079101562,132.42266845703125,30.238006591796875,25.17730712890625,0.09834885597229004,0.11811721324920654,0.1086834245338653,0.1,0.1,0.1,27.211727,0.5181795,1.21853768825531
image1384,110.63192749023438,132.57728576660156,25.753662109375,30.1356201171875,0.11771726608276367,0.1006002426147461,0.1094937522147861,0.1,0.1,0.1,39.36222,0.6721178,1.0080853700637817
image1385,80.65657043457031,132.38015747070312,70.9273681640625,62.61170196533203,0.24457696080207825,0.27706003189086914,0.26132369872109834,0.1,0.1,0.1,34.501144,0.5735931,0.4793153703212738
image1386,94.19397735595703,132.80059814453125,23.965347290039062,20.055633544921875,0.07834231853485107,0.09361463785171509,0.0863169140247838,0.1,0.1,0.1,21.607067,0.37186527,1.4970759153366089
image1387,127.01271057128906,132.8047637939453,10.0858154296875,8.072418212890625,0.031532883644104004,0.0393977165222168,0.03568264857096202,0.1,0.1,0.1,9.337565,0.16174065,2.6619503498077393
image1388,126.48304748535156,132.50445556640625,11.1361083984375,8.73638916015625,0.03412652015686035,0.043500423431396484,0.0390954359019527,0.1,0.1,0.1,8.949308,0.1298001,2.7835371494293213
image1389,124.64093017578125,133.46795654296875,38.48077392578125,39.509521484375,0.15433406829833984,0.150315523147583,0.1523380470149335,0.1,0.1,0.1,28.811665,0.4290318,0.6700296401977539
image1390,126.4328384399414,132.86505126953125,11.236740112304688,9.899238586425781,0.03866890072822571,0.043893516063690186,0.04136378026705733,0.1,0.1,0.1,12.53347,0.14250627,2.5647528171539307
image1391,164.03176879882812,132.3009033203125,35.890899658203125,35.11591339111328,0.13717153668403625,0.14019882678985596,0.13869344164291247,0.1,0.1,0.1,42.676052,0.7527117,0.8543802499771118
image1394,132.1517333984375,132.7681121826172,17.84490966796875,15.795013427734375,0.0616992712020874,0.06970667839050293,0.0658248474328112,0.1,0.1,0.1,13.301164,0.22031574,1.8490790128707886
image1395,129.97750854492188,132.87425231933594,22.0477294921875,17.9320068359375,0.07004690170288086,0.08612394332885742,0.07849809568609067,0.1,0.1,0.1,16.049616,0.21937007,1.457829475402832
image1397,192.874267578125,132.6024627685547,53.68115234375,44.854736328125,0.17521381378173828,0.20969200134277344,0.1932234664411641,0.1,0.1,0.1,32.64305,0.62053525,0.666386604309082
image1398,219.05776977539062,132.39785766601562,71.3682861328125,72.48110961914062,0.28312933444976807,0.27878236770629883,0.2809642580203918,0.1,0.1,0.1,50.033566,0.9720839,0.4154967665672302
image14,156.53770446777344,132.8636474609375,38.89404296875,34.230072021484375,0.13371121883392334,0.1519298553466797,0.14311074555692235,0.1,0.1,0.1,31.924013,0.5309132,0.8721438646316528
image140,125.47038269042969,132.91973876953125,15.161651611328125,11.93133544921875,0.04660677909851074,0.05922520160675049,0.05329078890060466,0.1,0.1,0.1,12.738972,0.16876419,2.2398488521575928
image1401,121.69439697265625,132.80709838867188,17.5760498046875,14.157867431640625,0.05530416965484619,0.06865644454956055,0.06233882642221816,0.1,0.1,0.1,19.251392,0.26278123,1.8542574644088745
image1403,152.65289306640625,132.33583068847656,26.9144287109375,22.97918701171875,0.08976244926452637,0.10513448715209961,0.09775110660934141,0.1,0.1,0.1,21.929186,0.37955576,1.3478068113327026
image1404,147.20223999023438,133.15399169921875,104.67913818359375,94.51958465576172,0.3692171275615692,0.4089028835296631,0.3895656911508566,0.1,0.1,0.1,33.020187,0.66180336,0.28204259276390076
image1406,164.3741455078125,132.41522216796875,22.5006103515625,19.40087127685547,0.07578465342521667,0.08789300918579102,0.08206246023156309,0.1,0.1,0.1,24.338753,0.4398408,1.6028374433517456
image1407,150.18875122070312,132.40115356445312,29.8282470703125,25.1317138671875,0.09817075729370117,0.1165165901184082,0.10773489072821284,0.1,0.1,0.1,23.52843,0.41913307,1.2095896005630493
image1408,105.4114990234375,132.82626342773438,11.331207275390625,10.2762451171875,0.04014158248901367,0.04426252841949463,0.04225232577509112,0.1,0.1,0.1,16.554281,0.22917733,3.006931781768799
image1409,132.6162872314453,132.6258087158203,17.206268310546875,16.336883544921875,0.06381595134735107,0.06721198558807373,0.06553596971533614,0.1,0.1,0.1,23.249348,0.3743398,1.6701996326446533
image141,140.4578094482422,132.81729125976562,30.945159912109375,26.43395233154297,0.10325762629508972,0.12087953090667725,0.1124144082854034,0.1,0.1,0.1,25.320683,0.38556045,1.0725126266479492
image1410,129.7786865234375,132.82472229003906,18.39337921142578,14.393157958984375,0.056223273277282715,0.07184913754463196,0.0645110650350754,0.1,0.1,0.1,15.136942,0.2246806,1.7526967525482178
image1411,126.44744873046875,132.7750701904297,12.94036865234375,9.87200927734375,0.03856253623962402,0.05054831504821777,0.04495665331987132,0.1,0.1,0.1,11.373211,0.15931298,2.2610440254211426
image1412,163.5894775390625,132.491455078125,78.86779022216797,71.03256225585938,0.2774709463119507,0.30807730555534363,0.293173798492882,0.1,0.1,0.1,37.150932,0.68859243,0.4044651687145233
image1418,131.5579833984375,132.20556640625,41.08458709716797,51.40302276611328,0.20079305768013,0.16048666834831238,0.18176058804107836,0.1,0.1,0.1,35.641872,0.83966994,0.5330395698547363
image1422,127.47406005859375,132.57833862304688,10.82342529296875,8.08612060546875,0.031586408615112305,0.04227900505065918,0.03731765987622016,0.1,0.1,0.1,8.924761,0.14250967,2.7175679206848145
image1424,127.08901977539062,132.76768493652344,12.069122314453125,11.881317138671875,0.04641139507293701,0.04714500904083252,0.04677964017645081,0.1,0.1,0.1,12.788017,0.17884296,2.062852382659912
image1425,86.94180297851562,132.85696411132812,27.8687744140625,22.30896759033203,0.0871444046497345,0.10886240005493164,0.09860316781796781,0.1,0.1,0.1,26.780775,0.44093388,1.362472653388977
image1426,128.58151245117188,132.77276611328125,18.89617919921875,16.21410369873047,0.0633363425731659,0.07381319999694824,0.06877456210087747,0.1,0.1,0.1,16.357918,0.2211841,1.5816590785980225
image1427,131.20867919921875,132.79393005371094,12.903388977050781,9.958770751953125,0.038901448249816895,0.050403863191604614,0.0450215065306081,0.1,0.1,0.1,12.048854,0.1949974,2.5738637447357178
image1429,127.42918395996094,132.78689575195312,11.119537353515625,9.805023193359375,0.03830087184906006,0.04343569278717041,0.04094884731161287,0.1,0.1,0.1,15.428324,0.2284271,2.36100435256958
image1430,121.96925354003906,132.5673370361328,18.063720703125,14.6722412109375,0.05731344223022461,0.07056140899658203,0.06427963557714146,0.1,0.1,0.1,17.654278,0.2385688,1.8074432611465454
image1432,119.94400024414062,132.05946350097656,41.58197021484375,53.0875244140625,0.20737314224243164,0.1624295711517334,0.18626189318810732,0.1,0.1,0.1,39.768345,0.81002593,0.5196413397789001
image1434,125.15908813476562,133.09376525878906,23.839111328125,18.955322265625,0.07404422760009766,0.09312152862548828,0.08412540262739518,0.1,0.1,0.1,17.011738,0.20547661,1.3365528583526611
image1435,37.896873474121094,132.53623962402344,70.67864990234375,56.8692626953125,0.22214555740356445,0.2760884761810303,0.25057283906491506,0.1,0.1,0.1,39.240788,0.84500074,0.5170880556106567
image1436,126.84265899658203,132.7594451904297,8.170181274414062,9.778900146484375,0.03819882869720459,0.03191477060317993,0.03519732302670175,0.1,0.1,0.1,17.904358,0.27531475,2.5792236328125
image144,121.29661560058594,132.71554565429688,10.76788330078125,10.046867370605469,0.03924557566642761,0.04206204414367676,0.040678192971996104,0.1,0.1,0.1,8.916416,0.14198835,2.8600945472717285
image1440,117.7578353881836,132.92864990234375,16.084274291992188,14.11102294921875,0.05512118339538574,0.06282919645309448,0.05910098470351102,0.1,0.1,0.1,17.351496,0.23706022,2.0546905994415283
image1442,126.95118713378906,132.59201049804688,11.998809814453125,8.4093017578125,0.03284883499145508,0.04687035083770752,0.040471445167831806,0.1,0.1,0.1,9.466457,0.12100763,2.640690803527832
image1444,117.00353240966797,132.98312377929688,30.049972534179688,26.253204345703125,0.10255157947540283,0.1173827052116394,0.11021689057422754,0.1,0.1,0.1,26.646788,0.36660102,1.069881558418274
image1445,119.09115600585938,132.88487243652344,41.8331298828125,35.946075439453125,0.14041435718536377,0.16341066360473633,0.15234703259912746,0.1,0.1,0.1,26.874683,0.38093653,0.7517437934875488
image1446,142.1014862060547,132.85098266601562,23.215667724609375,22.121124267578125,0.08641064167022705,0.09068620204925537,0.08857422377864439,0.1,0.1,0.1,27.64691,0.47378024,1.3585675954818726
image1447,123.88204193115234,132.74435424804688,19.814102172851562,16.410308837890625,0.06410276889801025,0.07739883661270142,0.07106245453610281,0.1,0.1,0.1,17.809322,0.22485445,1.6131606101989746
image1449,109.01112365722656,132.36151123046875,9.796875,8.6407470703125,0.0337529182434082,0.03826904296875,0.036081706858810264,0.1,0.1,0.1,10.90097,0.20964558,2.9582300186157227
image1451,126.54076385498047,132.6953582763672,13.067611694335938,12.076507568359375,0.04717385768890381,0.051045358180999756,0.04914774379907742,0.1,0.1,0.1,16.136477,0.20061214,1.93267822265625
image1453,79.47370910644531,132.62973022460938,30.4471435546875,26.332427978515625,0.10286104679107666,0.11893415451049805,0.11118841678898725,0.1,0.1,0.1,21.326244,0.50271726,1.0139844417572021
image1454,126.66644287109375,132.8158721923828,12.911468505859375,16.17364501953125,0.06317830085754395,0.050435423851013184,0.05716305484435592,0.1,0.1,0.1,23.307846,0.3525229,1.7743268013000488
image1455,125.50804901123047,132.90293884277344,15.296096801757812,11.849151611328125,0.04628574848175049,0.059750378131866455,0.05344379383715611,0.1,0.1,0.1,12.855203,0.1724279,2.0777039527893066
image1456,125.93868255615234,132.8309326171875,26.012435913085938,28.065765380859375,0.10963189601898193,0.10161107778549194,0.10569759636208895,0.1,0.1,0.1,26.09111,0.34256676,0.9385766386985779
image1458,127.935302734375,132.6063690185547,10.14068603515625,9.915863037109375,0.038733839988708496,0.0396120548248291,0.03917540840703604,0.1,0.1,0.1,16.172804,0.23627618,2.6061930656433105
image1459,74.09761047363281,132.7471160888672,36.05769348144531,30.537567138671875,0.11928737163543701,0.14085036516189575,0.13051494626656795,0.1,0.1,0.1,27.50275,0.4978318,0.9917705655097961
image1460,78.5232162475586,131.32684326171875,35.08088684082031,39.26134490966797,0.1533646285533905,0.13703471422195435,0.1454290586389325,0.1,0.1,0.1,39.590534,1.0,0.6572001576423645
image1462,127.62163543701172,132.16604614257812,39.02250671386719,49.571624755859375,0.19363915920257568,0.1524316668510437,0.17425776458406095,0.1,0.1,0.1,40.21093,0.8727752,0.565235435962677
image1463,40.63572692871094,130.3957977294922,76.51495361328125,83.45114135742188,0.3259810209274292,0.2988865375518799,0.31272734796835433,0.1,0.1,0.1,49.256012,1.0,0.3370618224143982
image1465,126.00027465820312,133.329345703125,20.175628662109375,21.38568878173828,0.08353784680366516,0.07881104946136475,0.08120884608770866,0.1,0.1,0.1,23.101067,0.30383345,1.2334603071212769
image1467,128.98526000976562,132.29656982421875,14.039497375488281,10.963920593261719,0.04282781481742859,0.0548417866230011,0.04920286212223197,0.1,0.1,0.1,10.382413,0.16430293,2.291301965713501
image147,103.22491455078125,132.1906280517578,56.23846435546875,63.736846923828125,0.2489720582962036,0.2196815013885498,0.2347839941995361,0.1,0.1,0.1,43.535576,0.8310908,0.430036723613739
image1471,129.42266845703125,132.83642578125,15.28314208984375,14.304374694824219,0.055876463651657104,0.05969977378845215,0.05781972924792763,0.1,0.1,0.1,20.841562,0.3132105,1.8615679740905762
image1473,126.05062866210938,133.33580017089844,25.844818115234375,23.097381591796875,0.09022414684295654,0.10095632076263428,0.09574073160224775,0.1,0.1,0.1,20.884855,0.25241506,1.0693855285644531
image1476,126.40534973144531,132.84384155273438,22.48333740234375,19.87902069091797,0.07765242457389832,0.08782553672790527,0.08289518666288653,0.1,0.1,0.1,17.512077,0.21548456,1.2282345294952393
image1477,127.02742767333984,132.88771057128906,10.020828247070312,9.694000244140625,0.037867188453674316,0.03914386034011841,0.038510815128433594,0.1,0.1,0.1,13.448414,0.17776416,2.2598845958709717
image1478,142.06924438476562,132.7558135986328,21.972412109375,19.984405517578125,0.07806408405303955,0.0858297348022461,0.08203884627194583,0.1,0.1,0.1,26.26888,0.44329417,1.4174391031265259
image148,122.67982482910156,132.65982055664062,13.15350341796875,11.918914794921875,0.046558260917663574,0.05138087272644043,0.049028898324395935,0.1,0.1,0.1,19.33394,0.250378,2.244476795196533
image1480,127.307373046875,132.78228759765625,10.6768798828125,8.23260498046875,0.032158613204956055,0.04170656204223633,0.03723985580429173,0.1,0.1,0.1,10.107549,0.13004753,2.8706085681915283
image1483,229.45852661132812,129.7530059814453,49.99920654296875,60.346893310546875,0.23573005199432373,0.19530940055847168,0.21646526206271077,0.1,0.1,0.1,35.387344,0.8446544,0.4294622540473938
image1485,164.5013427734375,132.74024963378906,27.167724609375,24.0487060546875,0.09394025802612305,0.1061239242553711,0.10021741210332243,0.1,0.1,0.1,21.57022,0.39293036,1.2493633031845093
image1488,152.86956787109375,132.88925170898438,40.229736328125,35.44593048095703,0.1384606659412384,0.15714740753173828,0.14809906094711986,0.1,0.1,0.1,28.16312,0.48064297,0.851762056350708
image1491,111.80848693847656,132.738037109375,14.20050048828125,12.12506103515625,0.0473635196685791,0.05547070503234863,0.05157665223810918,0.1,0.1,0.1,17.664618,0.23310165,2.5114309787750244
image1494,182.99075317382812,132.0882110595703,43.89813232421875,45.0135498046875,0.17583417892456055,0.1714770793914795,0.17366929382407548,0.1,0.1,0.1,45.04711,0.95488906,0.6506539583206177
image1495,119.46122741699219,132.838623046875,19.0599365234375,16.15435791015625,0.06310296058654785,0.07445287704467773,0.06901164588320333,0.1,0.1,0.1,17.011566,0.24864161,1.777652621269226
image1497,221.03668212890625,131.85372924804688,42.43426513671875,40.15007781982422,0.15683624148368835,0.16575884819030762,0.16135923028464663,0.1,0.1,0.1,52.07985,1.0,0.7381805777549744
image1498,126.87431335449219,132.94830322265625,10.13604736328125,9.88470458984375,0.03861212730407715,0.03959393501281738,0.039106112468164526,0.1,0.1,0.1,15.5104265,0.21410222,2.424730062484741
image1499,76.2913818359375,132.55703735351562,50.96145248413086,44.55847930908203,0.17405655980110168,0.19906817376613617,0.18698104692238068,0.1,0.1,0.1,23.847948,0.52763796,0.6182937026023865
image15,143.48085021972656,132.43344116210938,29.26348876953125,26.79302978515625,0.1046602725982666,0.11431050300598145,0.10959165971419532,0.1,0.1,0.1,19.392124,0.31737903,1.1451005935668945
image150,59.62525177001953,132.20846557617188,57.463775634765625,51.25019073486328,0.2001960575580597,0.22446787357330322,0.21267849882899587,0.1,0.1,0.1,43.533905,0.7590951,0.587520182132721
image1500,130.8392333984375,132.79725646972656,13.235221862792969,10.03875732421875,0.03921389579772949,0.051700085401535034,0.04588370328428821,0.1,0.1,0.1,14.191925,0.22393818,2.5181052684783936
image1502,195.40829467773438,132.72683715820312,26.983978271484375,21.642181396484375,0.08453977108001709,0.10540616512298584,0.09554431573933599,0.1,0.1,0.1,26.199066,0.53012186,1.362181305885315
image1503,130.5208740234375,132.22645568847656,12.849372863769531,10.9403076171875,0.04273557662963867,0.05019286274909973,0.04661358697213551,0.1,0.1,0.1,17.434137,0.26197952,2.4196319580078125
image1504,125.75138854980469,132.7705535888672,13.72076416015625,10.154571533203125,0.03966629505157471,0.05359673500061035,0.047148833314538285,0.1,0.1,0.1,12.051851,0.14970534,2.3717989921569824
image1505,197.42250061035156,132.15869140625,51.132049560546875,47.344696044921875,0.18494021892547607,0.19973456859588623,0.1924795865389208,0.1,0.1,0.1,40.92532,0.83642113,0.6316196322441101
image1506,174.16319274902344,132.84494018554688,33.65252685546875,28.142242431640625,0.10993063449859619,0.1314551830291748,0.12117179858881726,0.1,0.1,0.1,26.281809,0.46625754,1.0723706483840942
image1507,121.98902130126953,132.71241760253906,19.786453247070312,16.166900634765625,0.06315195560455322,0.07729083299636841,0.07057635001171417,0.1,0.1,0.1,21.109213,0.27954793,1.607574462890625
image1508,13.027088165283203,131.9524688720703,25.966957092285156,50.222015380859375,0.19617974758148193,0.10143342614173889,0.1561653503501746,0.1,0.1,0.1,64.5557,0.9986851,0.6132922172546387
image1509,153.68447875976562,132.66566467285156,20.89208984375,17.712860107421875,0.0691908597946167,0.08160972595214844,0.07565554325065374,0.1,0.1,0.1,22.301914,0.38856584,1.7542551755905151
image151,123.83052062988281,132.7567901611328,20.27288818359375,19.917236328125,0.07780170440673828,0.07919096946716309,0.07849941036002318,0.1,0.1,0.1,25.145458,0.34055233,1.3122364282608032
image1510,127.46733093261719,132.95330810546875,11.236846923828125,9.976348876953125,0.038970112800598145,0.04389393329620361,0.04150510252910427,0.1,0.1,0.1,9.96309,0.1616917,2.5450985431671143
image1511,134.96835327148438,132.73013305664062,18.103271484375,16.16551971435547,0.06314656138420105,0.07071590423583984,0.06703815080437833,0.1,0.1,0.1,23.174183,0.35984853,1.7293367385864258
image1512,126.38001251220703,132.89004516601562,10.873947143554688,9.70904541015625,0.03792595863342285,0.0424763560295105,0.04026548869571704,0.1,0.1,0.1,15.145903,0.20429996,2.5077080726623535
image1514,127.04277038574219,132.76422119140625,18.242950439453125,16.21161651611328,0.0633266270160675,0.07126152515411377,0.06741092884882435,0.1,0.1,0.1,14.661592,0.17062713,1.4589773416519165
image1516,171.69915771484375,132.5270538330078,15.29010009765625,13.440399169921875,0.052501559257507324,0.05972695350646973,0.05623043081656741,0.1,0.1,0.1,18.338247,0.35030824,2.130693197250366
image1522,146.0107421875,132.7084197998047,18.057403564453125,15.862457275390625,0.06196272373199463,0.07053673267364502,0.06638828883380242,0.1,0.1,0.1,20.810196,0.35652456,1.95561683177948
image1523,235.7947235107422,131.7396240234375,37.464569091796875,42.589630126953125,0.16636574268341064,0.14634597301483154,0.15667594607383195,0.1,0.1,0.1,54.570824,1.0,0.6645752191543579
image1525,123.937744140625,132.39724731445312,13.517974853515625,10.965362548828125,0.04283344745635986,0.05280458927154541,0.04807821164068683,0.1,0.1,0.1,15.28934,0.19590853,2.3542120456695557
image1527,128.894775390625,132.80726623535156,11.613983154296875,9.82464599609375,0.03837752342224121,0.04536712169647217,0.042017913055310045,0.1,0.1,0.1,8.847597,0.13964298,2.711111307144165
image1528,123.31326293945312,132.8378143310547,13.1778564453125,14.078399658203125,0.05499374866485596,0.05147600173950195,0.05326392375378739,0.1,0.1,0.1,23.06434,0.33140427,2.0349955558776855
image1529,96.65876770019531,132.66819763183594,45.227447509765625,48.581512451171875,0.18977153301239014,0.17666971683502197,0.18333769878074657,0.1,0.1,0.1,47.72601,0.84075993,0.5995272397994995
image1530,114.46788024902344,133.01409912109375,31.126495361328125,26.23528289794922,0.10248157382011414,0.12158787250518799,0.11244128181630035,0.1,0.1,0.1,24.69169,0.31974652,1.0827580690383911
image1531,120.31224060058594,132.68670654296875,12.613189697265625,9.994682312011719,0.039041727781295776,0.04927027225494385,0.04445118803938254,0.1,0.1,0.1,16.275879,0.21949664,2.6548948287963867
image1532,48.87993621826172,131.42178344726562,97.44139099121094,92.45246124267578,0.36114242672920227,0.3806304335594177,0.37101440628059684,0.1,0.1,0.1,49.75838,0.88670456,0.3112843632698059
image1533,127.36712646484375,132.75836181640625,13.381988525390625,13.759307861328125,0.05374729633331299,0.05227339267730713,0.05301546682401705,0.1,0.1,0.1,19.097284,0.27962372,1.9254565238952637
image1535,126.1395492553711,133.19747924804688,16.431625366210938,18.85388946533203,0.07364800572395325,0.06418603658676147,0.06907921554213153,0.1,0.1,0.1,24.382109,0.34240258,1.416583776473999
image1536,127.41963195800781,132.77023315429688,9.157989501953125,9.8233642578125,0.03837251663208008,0.035773396492004395,0.03709572704000701,0.1,0.1,0.1,17.398344,0.26047647,2.517430067062378
image1537,128.00570678710938,132.8854217529297,11.657867431640625,13.898895263671875,0.05429255962371826,0.04553854465484619,0.05010709071467043,0.1,0.1,0.1,21.355356,0.32676253,1.8747373819351196
image1538,125.28730773925781,132.80934143066406,14.836151123046875,12.08721923828125,0.04721570014953613,0.057953715324401855,0.052858090490069336,0.1,0.1,0.1,14.893436,0.19838159,2.1668763160705566
image1539,121.50216674804688,132.868896484375,23.032806396484375,18.31304931640625,0.07153534889221191,0.08997189998626709,0.08127806877709795,0.1,0.1,0.1,17.750475,0.2538259,1.4442577362060547
image1540,133.91781616210938,132.82998657226562,18.17449188232422,17.956298828125,0.07014179229736328,0.07099410891532898,0.07056923737496404,0.1,0.1,0.1,23.34704,0.38108766,1.6561808586120605
image1541,76.04830169677734,132.70809936523438,59.47412109375,50.39533233642578,0.1968567669391632,0.23232078552246094,0.21532015009691186,0.1,0.1,0.1,34.85825,0.59108907,0.5933193564414978
image1543,242.96682739257812,131.60328674316406,22.2200927734375,40.24078369140625,0.15719056129455566,0.08679723739624023,0.1269697463565962,0.1,0.1,0.1,47.582237,0.98377347,0.661633312702179
image1545,133.1075439453125,132.86448669433594,19.87646484375,21.81414794921875,0.08521151542663574,0.07764244079589844,0.08151487893031668,0.1,0.1,0.1,27.936207,0.46321312,1.3367366790771484
image1549,101.67646789550781,132.60841369628906,14.920883178710938,13.6341552734375,0.053258419036865234,0.0582846999168396,0.05582815348326672,0.1,0.1,0.1,19.080667,0.29532728,2.305894374847412
image155,121.09190368652344,132.85409545898438,11.59771728515625,9.980224609375,0.038985252380371094,0.0453035831451416,0.04226265815675812,0.1,0.1,0.1,12.5902605,0.18311319,2.8724610805511475
image1550,162.03555297851562,132.91110229492188,10.177825927734375,9.847953796386719,0.03846856951713562,0.0397571325302124,0.0391181570867006,0.1,0.1,0.1,15.864967,0.27129027,2.9324517250061035
image1551,179.8074951171875,132.18460083007812,38.058074951171875,37.025482177734375,0.1446307897567749,0.14866435527801514,0.14666143984683966,0.1,0.1,0.1,40.354866,0.8073091,0.8048783540725708
image1552,103.58560943603516,132.90432739257812,85.03361511230469,77.47470092773438,0.3026355504989624,0.3321625590324402,0.31774222417613096,0.1,0.1,0.1,34.151337,0.5504393,0.3675968647003174
image1554,124.27366638183594,133.0134735107422,18.490875244140625,15.11419677734375,0.05903983116149902,0.07222998142242432,0.06596541472568057,0.1,0.1,0.1,17.020205,0.21801719,1.7309190034866333
image1555,131.36294555664062,132.34767150878906,13.155364990234375,10.92724609375,0.04268455505371094,0.05138814449310303,0.04723723443734462,0.1,0.1,0.1,12.664462,0.22040997,2.492436170578003
image1556,89.42861938476562,132.45498657226562,17.153778076171875,14.75201416015625,0.05762505531311035,0.06700694561004639,0.06249231056628783,0.1,0.1,0.1,21.291193,0.35924572,2.0839180946350098
image1557,149.71255493164062,132.8041229248047,20.9906005859375,17.863739013671875,0.06978023052215576,0.08199453353881836,0.0761327265437591,0.1,0.1,0.1,20.77494,0.3577224,1.7155091762542725
image1559,127.04448699951172,132.75057983398438,15.993545532226562,19.7493896484375,0.07714605331420898,0.06247478723526001,0.07019477395807248,0.1,0.1,0.1,27.614153,0.41787755,1.3902289867401123
image1562,135.1175537109375,132.60218811035156,12.91448974609375,10.529998779296875,0.04113280773162842,0.05044722557067871,0.046026244902588186,0.1,0.1,0.1,14.907684,0.23102182,2.630187749862671
image1563,129.8646240234375,132.83242797851562,19.654205322265625,16.09710693359375,0.06287932395935059,0.0767742395401001,0.07017155135290094,0.1,0.1,0.1,15.018744,0.21741447,1.694398045539856
image1564,149.42898559570312,132.50387573242188,39.18756103515625,33.07427978515625,0.1291964054107666,0.1530764102935791,0.1416405636804502,0.1,0.1,0.1,27.234297,0.4465519,0.9050026535987854
image1565,159.3837432861328,132.12074279785156,42.963409423828125,47.77362060546875,0.1866157054901123,0.1678258180618286,0.1774696125308419,0.1,0.1,0.1,45.18656,1.0,0.5923706889152527
image1566,171.36752319335938,132.3595428466797,27.036376953125,23.32598876953125,0.09111714363098145,0.10561084747314453,0.09863058594438315,0.1,0.1,0.1,25.817085,0.48753503,1.3475399017333984
image1567,114.4297103881836,132.8353271484375,44.92784118652344,40.14362335205078,0.15681102871894836,0.17549937963485718,0.16641774391589764,0.1,0.1,0.1,24.604624,0.33452237,0.7322337031364441
image1568,48.107322692871094,132.10443115234375,46.04228210449219,43.39905548095703,0.1695275604724884,0.1798526644706726,0.1747663793138622,0.1,0.1,0.1,50.561775,0.9339989,0.6913996338844299
image157,129.00950622558594,133.26632690429688,24.200347900390625,18.89422607421875,0.07380557060241699,0.09453260898590088,0.08480470627751029,0.1,0.1,0.1,15.009769,0.21045378,1.3121299743652344
image1570,107.9361572265625,132.96258544921875,29.959854125976562,26.02478790283203,0.10165932774543762,0.11703068017959595,0.10961477779239706,0.1,0.1,0.1,27.394672,0.40394366,1.1367753744125366
